title	issued	modified	description	id
GALILEO VENUS RANGE FIX RAW DATA V1.0	2018-06-26	2018-07-19	xxxxxx radio tracking data used to determine the precise distance to xxxxxx (and improve knowledge of the Astronomical xxxxxx) from the Galileo flyby on 10 February 1990.	14715
Ground Processing Optimization using Artificial Intelligence Techniques, Phase I	2013-11-01	2018-07-19	xxxxxx (KSC) has the most complex, enormous, difficult, diverse, distributed, and unique set of integrated scheduling problems in the world and it is only getting more difficult as ground resources need to be shared by different organizations. KSC's scheduling problem is decomposed into many individual but coordinated scheduling problems, each with its own unique set of resources, tasks, constraints, ground rules, and scheduling techniques, resulting in different scheduling processes for each of the individual applications. xxxxxx existing xxxxxx intelligent planning and scheduling system development framework was specifically designed for KSC ground operations scheduling and to be highly adaptable to different domains and has already proven to be adaptable by its successful applications in many dozens of widely varying domains (including multiple KSC scheduling domains). In every domain where a comparison was performed, xxxxxx always generated more optimal schedules.  The proposed vision is to develop one scheduling tool that SMEs in wildly different KSC areas can adapt to create automated scheduling software for different scheduling applications. xxxxxx capabilities need to be added to address the new KSC realities and to make the adaptation process more SME-friendly. Initially the Intelligent Operations xxxxxx xxxxxx (IOSS) would be fielded in a small number of vehicle and payload processing applications.  xxxxxxer SMEs could adapt IOSS themselves. Eventually, IOSS-based automatic scheduling systems might constitute the majority of schedule decision making at KSC. These separate IOSS scheduling applications could automatically interact, providing automated coordination capabilities. These applications will also be able to interoperate with legacy scheduling systems. Ultimately, by automating, replacing, or interfacing to every scheduling function or system, extreme synergies of coordination and manpower savings would result.	14716
Compact Drive System for Planetary Rovers and Space Manipulators	2016-12-01	2018-07-19	The overall purpose of this project is to study the development of a new articulated robotic arm aimed at improving the dexterity, modularity, strength, and torque output of current space manipulation systems. The key enabling technology for the proposed robotic arm is its novel joint, xxxxxx (GBD). The GBD is a newly developed actuation concept based on xxxxxx high-reduction planetary gearbox technology and new brushless “outrunner” motor technology. Due to its unique arrangement of planetary transmission and drive motor, the GBD is able to combine the motor, transmission and position sensing elements into a space that is volumetrically smaller than a human elbow joint. This combination produces ultra-compact actuators with incredible high torque output (more than 100 Nm), micro-precision accuracy, and strong and rugged structural integrity. These unique characteristics of the GBD facilitate the development of high payload-to-weight robots that are otherwise unattainable with traditional actuators.The proposed project, which will focus on the design and fabrication of a six degrees-of-freedom space manipulator using xxxxxx joint technology, is divided into three main milestones. The first milestone involves conducting research and development on the GBD to improve xxxxxx Readiness xxxxxx from proof-of-concept (xxxxxx) into proven full-scale feasibility validation (xxxxxx 6). The second milestone involves designing and developing the space manipulator according to a specific xxxxxx application. The third milestone comprises testing and demonstrating the system capability in aerospace applications and publishing results.The proposed manipulator is expected to bring unprecedented strength and dexterity advantage and deployment modularity to space-based robotic manipulators. The research will shed light on new mechanisms of actuation and introduce a new class of compact powerful actuators with the potential to impact a number of space technology disciplines from space humanoids to powered exoskeletons and planetary rovers drive systems.	14717
ROSETTA-ORBITER STEINS RPCMAG 2 AST1 RAW V3.0	2018-06-26	2018-07-19	This dataset contains EDITED RAW DATA of the STEINS flyby xxxxxx from xxxxxxember 1 until xxxxxxember 10, 2008. The closest approach (CA) took place on xxxxxxember 5, 2008 at 18:38	14718
Extreme Environment SiC Wireless Sensor Suite for Nuclear Thermal Propulsion Engines, Phase II	2015-03-01	2018-07-19	There are a number of critical telemetry measurements to be monitored under continuous field operation, including temperature data across the reactor chamber and the nozzle, pressure data, neutron flux density and flow rate of the propellant. Real-time monitoring of this data in nuclear thermal engines would greatly improve operational safety and performance, reduce operational costs, and significantly impact maintenance costs and reliability. Even though some extreme environment sensors become available recently, it is still impossible to directly and accurately measure the critical operational parameters of NTP engines due to the lack of extreme environment electronics for those sensors. xxxxxx from extreme environment sensors is delivered via wire-line to an external actively cooled electronics box, where it is processed. This approach presents significant drawbacks such as the need for complex shielded wiring harnesses that not only are heavy but also limit sensor location and signal quality (i.e., signal to noise ratio).  Additionally, these systems suffer from reliability issues due to wiring connections. In this xxxxxx xxxxxx, APEI, xxxxxx. will build on the successful demonstration of high temperature wireless transmitter designs during xxxxxx I, to deliver a set of xxxxxx based, integrated wireless sensor-transmitter suites for extreme temperature operation (450 Deg C)  in NTP engines. These sensor suites will allow for the real&#150;time monitoring of critical engine components, reducing the risk of catastrophic failure and decreasing the inherent risk associated with NTP operation. The final wireless sensor systems will be fully integrated into an autonomous 'drop-in' solution for advanced sensing systems, including wireless energy harvesting.	14719
CASSINI SATURN UVIS SOLAR STELLAR BRIGHTNESS TIME SERIES 1.4	2018-06-26	2018-07-19	Photometric observations of stellar occultations by xxxxxxian rings,  satellites, atmospheres, and Jovian atmosphere.	14720
Robust CCSDS Image Data to JPEG2K Transcoding, Phase II	2009-09-01	2018-07-19	xxxxxx from space satellites are often compressed in a lossy manner to ease transmission requirements such as power, error-rate, and data stream size. These requirements differ from standard computer image processing requirements since storage space, processing speed, and power constraints differ between PCs and satellites. To facilitate use of satellite images in applications such as image analysis, dissemination, storage and retrieval, etc., a method is needed to convert images to a widely supported format. Since lossy formats lose information, too many transcodings, poorly performed transcodings, or transcodings between poorly chosen formats will degrade image quality, sometimes making them useless. xxxxxx such as military photos and deep space objects require high quality, so it is desirable to avoid or minimize loss during transcodings. xxxxxx has requested software transcoding from the CSSDS Image xxxxxx Compression recommendation to JPEG2000 (xxxxxx) with minimal image degradation. In xxxxxx I xxxxxx demonstrated mathematically that the wavelets used in the CCSDS format can easily, quickly, and accurately be transformed to the JPEG2000 format. This mathematical proof was implemented in a GUI software tool. For this xxxxxx proposal, xxxxxx xxxxxxs Corporation will create a robust, end-to-end solution for transcoding CCSDS images to widely supported formats for dissemination, using mathematical techniques developed during xxxxxx This will be done in four stages. First we will evaluate or implement production level CCSDS, in order to provide users with an easy to integrate, small, fast implementation of this image compression standard. xxxxxxond, we will create a toolset for optimal conversion to other image formats, including xxxxxx, minimizing transcoding error. Thirdly, since xxxxxx allows a lot of choice for encoding, we will create an optimal xxxxxx encoder tailored for CCSDS images. Finally, we will integrate these toolsets into existing systems as needed.	14721
Autonomous Multi-Robot Exploration using UWB, Phase I	2013-02-01	2018-07-19	Single multi-sensor teleoperated systems are not optimal for xxxxxx exploratory missions because they limit the coverage area and scope of exploration and create a single point for mission failure. A better solution would use many robots cooperating to maximize exploration area and location accuracy while minimizing total system power and weight.	14722
Predictive Material Modeling	2018-09-01	2018-07-19	xxxxxx Material xxxxxx	14723
ISS Expedition 31 Press Kit	2012-12-31	2018-07-19	Press kit for xxxxxx mission Expedition 31 from 12/2011-07/2012. Press kits contain information about each mission overview, crew, mission timeline, benefits, and media contact information.	14724
IANNINI ASTEROID FAMILY SPECTRA V1.0	2018-06-26	2018-07-19	xxxxxx/ESI spectra of 11 Iannini asteroid family members were obtained over visual wavelengths. The data have been published in Willman, xxxxxx (2008Icar...195...663W)[WILLMANETAL2008]. The spectra show family likeness and are believed to represent young S class surfaces aged a few million years by space weathering, the dynamically estimated collisional age of the family.	14725
Advanced Multifunctional MMOD Shielding	2013-09-01	2018-07-19	"This project is developing micrometeoroid and orbital debris (Mxxxxxx) shields which incorporate thermal protection, radiation protection, damage detection & location sensors and self-healing properties. We are developing and demonstrating in hypervelocity impact tests: (1) Mxxxxxx toughened, smart thermal blankets, (2) combined Mxxxxxx/radiation protection shields, (3) shields incorporating self-sealing materials. Current state of the art Mxxxxxx shielding is single functional. xxxxxxfunctional Mxxxxxx shielding technology will reduce future spacecraft mass, and improve crew safety and mission success.Mxxxxxx toughened, smart thermal blankets. The project was successful over the past two years in developing and demonstrating by test (hypervelocity impact and thermal vacuum tests) an Mxxxxxx toughened, smart thermal blanket concept that is adaptable to different levels of Mxxxxxx threat and/or reliability levels. This blanket includes integrated impact sensor technology to determine the location and extent of Mxxxxxx impact damage. xxxxxxd Mxxxxxx/radiation protection shields. The project also has made considerable progress in developing improved Mxxxxxx and radiation shields that have so far shown better Mxxxxxx performance than the best xxxxxx Mxxxxxx shields, while decreasing radiation dosage by 30% from solar proton events (SPE). Self-sealing materials in Mxxxxxx protection. In FY13, impact tests on alternative shielding concepts will be performed that incorporate self-sealing materials able to close or reduce the size of holes in pressure shells. Tests to-date indicate that combinations of ionomer polymers and reinforcing materials are successful at closing 0.25\" diameter holes in aluminum pressure shells under 0.3 atmosphere delta-pressure. Additional impact tests using these and other materials (thermoplastic and elastomeric polymers) are planned in FY13 for up to 1 atmosphere delta-pressure."	14726
NASA 3D Models: Aquarius	2018-06-25	2018-07-19	xxxxxx is making xxxxxx first space-based global observations of ocean surface salinity, flying 657 kilometers (408 miles) above Earth in a sun-synchronous polar orbit that repeats every seven days. This xxxxxx Earth xxxxxx xxxxxx xxxxxxfinder mission is mapping global changes in ocean surface salinity with a resolution of 150 kilometers (93 miles), showing how salinity changes from month to month, season to season and year to year. xxxxxxentists are combining xxxxxx data with in-water measurements to generate operational maps of ocean salinity distribution.	14727
Verification and Validation of an Innovative Inflatable Structure Design, Phase I	2010-07-01	2018-07-19	An inflatable habitat is a pressure vessel with flexible shell. Notable features such as low weight, large inflated operational volume, and small pre-deployment volume offer significant advantages over traditional rigid metallic and composite habitat structures. Conventional designs suffer from indeterminacy of load sharing between meridional and circumferential members as well as the internally rigid metal support structure. The designs must functionally index the meridional and circumferential members to one another to minimize sensitivity to manufacturing, handling and operational trauma, all the while maintaining their independent load carrying roles. This design process results in oversized members to account for load uncertainties.The unique xxxxxx High Performance xxxxxx (UHPV) technology provides the solution to the design and manufacture of robust inflatable structures with exceptional accuracy and dimensional stability. UHPV technology provides high shell load containment architecture with fully determinate load pathways that can be modeled mathematically. The lightweight, low cost inflatable fabric structure, consisting of barrier film layers, carrier cloth containment layers, and pressure restraint tendons can be designed and fabricated to provide an accurate geometry without the need for an internal skeletal frame. Eliminating the need for a rigid internal load-bearing frame allows the collapsed inflatable to be packaged in the smallest possible volume.To bring this innovative inflatable design to use for lunar habitats, airlocks and myriad other space environment and containment applications, a verification and validation plan using both testing and predictive analytical models is proposed to conclusively demonstrate that the fully load-determinate UHPV can meet all structural design requirements for habitable space structures and be accurately and repeatedly manufactured.	14728
Large Format Narrow Band High Throughput Optical Filters for 0.5-2.7µ, Phase I	2006-07-01	2018-07-19	Large xxxxxx Narrow Band High Throughput xxxxxxical Filters for 0.5-2.7µ, xxxxxx I	14729
SWaP Optimized Space Transceivers, Phase I	2011-09-01	2018-07-19	xxxxxx and weight of payloads on space platforms is limited by the launch vehicle capacity, and xxxxxx platform designers must use every square inch and pound effectively.  xxxxxx consumption requirements for satellite and deep space applications demand lower power and more efficient systems in order to maximize payload resources.  Future xxxxxx missions will require higher performance transceivers in order to handle ever increasing data rates .  The current xxxxxx vision calls for advanced xxxxxx communications links and antenna arrays.  Nuvotronics will demonstrate minimum size, weight, and power optimized transceivers based on PolyStrataTM microfabrication technology.  The PolyStrata transmission architecture provides superior isolation compared to other available microwave routing technologies, resulting in higher packing density and smaller size, while allowing integration of active and passive devices to create a superior transceiver for space applications.	14730
Gelled Propellants for Reduced Temperature Operation, Phase I	2005-07-01	2018-07-19	"This proposal is responsive to xxxxxx 2004 xxxxxx objectives (under xxxxxx) seeking gelled propellant formulations \"for long-duration missions involving low-power consumption (i.e., minimal use of heaters).\" EERGC Corporation, in cooperation with subcontractor xxxxxx xxxxxx and xxxxxx (NGST) Propulsion xxxxxxs, proposes to develop gelled propellant formulations (and development methodologies) optimized for high combustion efficiency, storability at variable low temperatures including freezing conditions, and firing at reduced temperatures to minimize energy requirements for heat up prior to firing. The approach is an innovation as it enables loaded gels with optimized low-temperature performance. The gel formulations will be optimized with respect to composition of gellants, additives, and loading agents, as well as characteristic size of particulate ingredients. The approach will consider the tradeoff impacts of propellant formulation and loading particle size on maximum attainable loading, solid phase burnout, susceptibility to separation from thermal cycling, and ultimately combustion efficiency. The project is relevant as it improves the competitiveness of gelled bipropellants with equivalent liquids, while incorporating gels' safety and handling advantages. The proposed program takes gel technology beyond that developed by EERGC under prior and ongoing DoD and xxxxxx programs."	14731
Low coherence wavefront probe for nanometer level free-form metrology, Phase I	2016-12-01	2018-07-19	We propose an innovative, low coherence probe for rapid measurement of free-form optical surfaces based on a novel method of spectrally controlled interferometry. The key innovations are the use of a new interferometric modality and a novel non-contact optical probe that together measure high surface slope acceptance angles to nanometer sensitivity. When the probe is integrated with a precision motion, x, y, & z metrology frame (xxxxxx) (see xxxxxxure-1), it will meet xxxxxx need to measure free-form optical surfaces from 0.5 cm to 6 cm diameter ranging from F/2 to F/20, including slopes up to 20 degrees (with potential for 60 degrees), with an uncertainty targeted at 2 nm RMxxxxxx probe operation does not require tilting to measure slopes. This results in this simplified cartesian metrology frame, also critical to achieve 2 nanometer measurement uncertainty. These features: nanometer resolution and 20 degree slope acceptance angle, have up to this time not been found in a single probe or sensor, non-contact or contact. This proposal integrates the spectrally controlled source and breadboard probe developed under a previous xxxxxx to develop a practical detection method reading the technology for a successful xxxxxx xxxxxx project.	14732
An Advanced Light Weight Recuperator for Space Power Systems, Phase II	2006-12-01	2018-07-19	Closed xxxxxx (CBC) space power system is one of the most efficient energy conversion technologies for nuclear and solar electric propulsion. The recuperator is critical to enhance CBC efficiency. An advanced light weight recuperator was proposed to significantly reduce the mass (up to 70%) of the State-of-Art (SOA) metallic recuperator and to improve its performance by using advanced high conductivity carbon-based materials. In phase I, prototype cores were fabricated and tested successfully. In xxxxxx, performance of recuperator cores will be investigated in detail, integration technologies will be improved, structural and assembly issues will be addressed, a 30 ~ 50 kWt subscale recuperator will be designed, prototyped and tested.	14733
IHW COMET LSPN NO-DATA DATA RECORD CROMMELIN V1.0	2018-06-26	2018-07-19	In preparation for the concerted international study of xxxxxx, the IHW conducted a trial run with observations of xxxxxx, largely during February and xxxxxxh of 1984.	14734
Rapid Optical Characterization Suite for in situ Target Analysis of Rock Surfaces	2012-09-01	2018-07-19	In this project, we develop an in situ instrument suite that can accomplish rapid mineral and molecular identification without sample preparation for in situ planetary exploration.xxxxxxSTAR is an in situ instrument suite that can accomplish rapid mineral and molecular identification without sample preparation for in situ planetary exploration; inform the investigation with regard to trace element geochemical deviation from end member stioichiometry; operation as a spectroscopic imager for chemical mapping. It includes dual wavelength xxxxxx spectroscopy, 380 - 2500 nm reflectance spectroscopy, visual imagery and thermal measurements.	14735
VEGA2 ORIGINAL MISCHA DATA SUBMISSION	2018-06-26	2018-07-19	This data set includes the original Vega 2 MISCHA data delivery to PDxxxxxx data were provided by xxxxxx of the MISCHA instrument team. The data are provided in xxxxxx format as well as the original IBM/PC binary format in which they were delivered to PDS. This data set was created for purposes of 'safing' these data. Significant concerns exist with regards to data quality. xxxxxxent offsets (zero-levels) were highly unstable after 21 Feb 1986. In addition the instrument failed just prior to closest approach to comet xxxxxx.	14736
Tunable Single Frequency 2.05 Micron Fiber Laser Using New Ho-Doped Fiber, Phase II	2016-03-01	2018-07-19	In this proposal, we propose to demonstrate and build a widely tunable, narrow linewidth, single frequency fiber laser near 2.05 micron by developing an innovative Ho-doped single mode fiber. Such near 2.05 micron fiber laser is needed for coherent lidar and interferometric fiber sensing. xxxxxx on our successful demonstration in xxxxxx I, our newly developed Ho-doped fibers have the capability of single frequency fiber laser operation in a wide spectral range from 2040nm up to 2100nm. In xxxxxx, we will further optimize our innovative H0-doped single mode fiber, develop a new laser cavity design for fast and broad tuning, build a deliverable prototype laser unit with wide mode-hop-free fast tuning to xxxxxx.	14737
LRO LUNAR EXPLORATION NEUTRON DETECTOR 4/5 RDR V1.0	2018-06-26	2018-07-19	Calibrated or converted housekeeping and scientific data collected from the xxxxxx Exploration xxxxxx aboard xxxxxx.	14738
Galvanic Vestibular Stimulation (GVS) as an Analogue of Post-flight Sensorimotor Dysfunction	2012-09-01	2018-07-19	xxxxxxA (complete): Tolerance to GVS. Dilda, V, xxxxxxDougall HG, xxxxxx, ST. Tolerance to extended Galvanic vestibular stimulation: optimal exposure for astronaut training. Aviat xxxxxx Environ Med. 2011 82:770-774.     xxxxxx (complete): Cognitive effects of GVS. Dilda, V, xxxxxxDougall HG, Curthoys IS, xxxxxx, ST. (2012) Effects of Galvanic vestibular stimulation on cognitive function. xxxxxx, 216:275-285.    xxxxxxcomplete): GVS as an analog of post-flight spatial disorientation. xxxxxx ST, Dilda V, xxxxxxDougall HG (2011) Galvanic vestibular stimulation as an analog of spatial disorientation after spaceflight. Aviat xxxxxx Environ Med, 82; 535-542.     xxxxxx (complete): xxxxxxation to repeated exposures to GVS. xxxxxxural and locomotor function recovered in an exponential pattern over 12 weeks of weekly 10-min GVS exposures, and this improvement was maintained at week 18 and 36 follow-ups. The exponential pattern of postural recovery was similar to that observed in shuttle astronauts post-flight. GVS adaptation did not occur at the vestibular end-organs or involve changes in low-level vestibulo-ocular or vestibulo-spinal reflexes. Faced with unreliable vestibular input, the CNS reweighted sensory input to emphasize veridical somatosensory and visual information to regain postural and locomotor function. After a period of recovery subjects exhibited dual adaptation and the ability to rapidly switch between the perturbed and natural vestibular state for up to 6 months, analogous to veteran astronauts. GVS trained subjects performed significantly better than untrained controls (p=0.01) on a visuomotor task in a full motion simulator during unpredictable motion, suggesting a protective effect of GVS exposure in novel vestibular environments.	14739
Digital Array Gas filter Radiometer Passive Methane Sensing Instrument	2018-09-01	2018-07-19	As one of the driving greenhouse gases, methane&rsquo;s (xxxxxx) presence in the atmosphere affects the Earth&#39;s temperature and climate system. It is emitted from a variety of anthropogenic (human-influenced) and natural sources, among them biomass burning, fossil fuel combustion, and biogenic sources (including wetlands and rice paddies).&nbsp;xxxxxx is hard to track because it comes from many sources and is chemically oxidized in the troposphere by the hydroxyl radical. It also becomes well-mixed in the atmosphere by meteorological systems and diffusive process as it is transported across continents and oceans. Complicating matters even further is the 9-year methane atmospheric lifetime that allows it to accumulate in the atmosphere. xxxxxxreasing methane not only affects tropospheric ozone pollution levels, but methane also absorbs in the infrared, making it 86 times more potent at trapping heat as xxxxxx over a 20-year period.Recent studies (xxxxxx, 2016) suggest that concentrations of methane in the atmosphere are now rising at their fastest pace in two decades, thus raising the urgency of developing and flying space-based methane measuring instruments.The development of the proposed compact, Digital Array Gas filter xxxxxx instrument (DAGR) will serve as the first step in establishing xxxxxx as the leader in constellation-based, temporally nimble, space-based methane measurements. DAGR possesses a footprint and power requirement that readily enables its flight with the already in development xxxxxx active LHR methane/methane isotope instrument on the same smallsat bus. DAGR is the first to exploit a new method of sensing greenhouse gas using passive sensor images of solar backscatter radiation. The approach is call the xxxxxx and xxxxxx angle Modulation (TZM) method where the natural modulation of gas column is detected and quantified using an imaging Gas Filter Correlation xxxxxx (GFCR). This novel method, mitigating the ambient column difficulties of sensing surface gas concentrations, will be definitively validated by the proposed effort. If successful, it opens the door to a new (GATS xxxxxx. patent pending) passive sensing technique that could revolutionize global methane observing systems.	14740
CASSINI COSMIC DUST ANALYZER CALIBRATED/RESAMPLED DATA	2018-06-26	2018-07-19	The Cosmic Dust Analyzer (CDA) is an instrument on the xxxxxx        that studies the physical properties of dust particles hitting the            detector.  This data set includes all data from the CDA with the              exception of the High Rate xxxxxxor (HRD). Please refer to                    [SxxxxxxETAL2004B] (see xxxxxx) for a detailed CDA description.	14741
IT Policy Archive	2015-08-05	2018-07-19	CIO defines IT processes and policies. The CIO defines the development processes, milestones, review gates, and the overall policies for all capital planning, enterprise architecture, and project management and reporting for IT resources. At a minimum, these processes shall ensure that the CIO certifies that IT resources are adequately implementing incremental development (as defined in the below definitions). The CIO should ensure that such processes and policies address each category of IT resources appropriately—for example, it may not be appropriate to apply the same process or policy to highly customized mission-specific applications and back office enterprise IT systems depending on the agency environment.	14742
A High Order Accuracy Computational Tool for Unsteady Turbulent Flows and Acoustics, Phase II	2018-06-26	2018-07-19	xxxxxx simulations of unsteady turbulent flows for aerodynamics applications, such as accurate computation of heat loads on space vehicles as well the interactions between fluids and structures is of utmost importance to the aerospace industry and xxxxxx. Using a Finite Element Framework suited for both fluids and structures, we propose to continue building on the successes of xxxxxx I by adding various turbulence solution methodologies as well additional multi-disciplinary physics to address complex problems with complex geometries, while maintaining high order accuracy of the framework.	14743
RIVKIN THREE MICRON ASTEROID DATA V2.0	2018-06-26	2018-07-19	3-micron spectra of 16 asteroids.	14744
Building a Rangeland Decision Support System: Linking Ranges Products with DNDC, Phase I	2005-07-01	2018-07-19	This proposal is submitted under the xxxxxxovative xxxxxx and xxxxxxSupporting the Practical Uses of xxxxxx Observations topic. Weseek to evaluate and demonstrate technical approaches for linking remotesensing rangeland products with a soil biogeochemical model to form adecision support system for improved rangeland management. The resultingdecision support system will be unique and innovative by not onlyproviding operational remote sensing observations of rangelandcondition, but also web-based tools that utilize these observations toprovide critical information on soil fertility/productivity, greenhousegas emissions, and potential erosion and sedimentation. Our xxxxxxlandDecision Support xxxxxx will build off of existing RANGES and xxxxxx. xxxxxx and xxxxxx prototype processing algorithms for rangelandcondition (height, forage production, fractional cover) have beendeveloped under the previous RANGES project. Our decision support systemwill couple RANGES products with the DeNtrification-DeComposition (DNDC)model. DNDC is a unique, spatially explicit, soil biogeochemical modelthat simulates both aerobic and anaerobic soil conditions, estimatescrop yields based on a detailed crop physiology-phenology model, and isdesigned for assessing the net impact of alternative management onlong-term soil organic carbon (SOC) dynamics and emissions of xxxxxx, NO,xxxxxx, and xxxxxx  for upland and wetland agricultural ecosystems.	14745
ROSETTA-ORBITER LUTETIA RPCLAP 3 AST2 CALIB V1.0	2018-06-26	2018-07-19	This dataset contains CAxxxxxxTED data from xxxxxx RPC-LAP, acquired during the flyby of asteroid 21 xxxxxx.	14746
Brine Recovery in Containment (BRIC)	2013-09-01	2018-07-19	"The Brine xxxxxxidual in Containment (BRIC) system is a technology that enables recovery of water from concentrated brine wastewater. Recovery of water from concentrated brines is a major technology gap in the closure of a water recovery system.  The BRIC concept aims to address specific challenges associated with designing reliable systems that can approach 100% water recovery from brine. These issues include the collection and handling of sticky and potentially toxic brine solids that tend to foul process equipment and reduce the overall efficiency of heat transfer and solids removal. Year 2 of project:  The project continues the development of a microgravity-compatible BRIC evaporation chamber. The current BRIC system is a low-fidelity system/component breadboard used to demonstrate the basic functionality of an \"in-place\" brine drying process.  Under the current BRIC IR&D project, significant progress has been made in the development of a microgravity-compatible BRIC evaporator design.  These advancements include a number of potential BRIC evaporator design concepts employing novel static phase separation approaches based on capillary and surface tension phenomenon.  These design concepts have been furthered through the design and development of sub-scale test articles and methods for testing these systems under conditions of microgravity.  xxxxxx collected through this test program has highlighted the need to further refine the design and validate the performance of a BRIC system for brine dewatering applications in microgravity. Year 1 of project: xxxxxx describing the physical properties and drying behavior of brines, including vapor pressure equilibria, emissivity, specific heat, surface tension, and cohesion/adhesion and tack were determined as a function of the brine drying process.  Brine is generated using a rotary evaporator (xxxxxx, model xxxxxx) from human donated urine, augmented to match characteristics of urine produced on xxxxxx (xxxxxx).  Brine solids were produced using the pre-prototype BRIC system.  In addition, sampling of the gas effluent of the system was conducted in partnership with the xxxxxx and Life xxxxxxs xxxxxxology xxxxxx to address concerns regarding hazardous gases that may evolve during the drying of brine solutions. "	14747
ATC Taskload Inherent to the Geometry of Stochastic 4-D Trajectory Flows with Flight Technical Errors	2011-02-07	2018-07-19	A method to quantify the probabilistic controller taskload inherent to maintaining aircraft adherence to 4-D trajectories within flow corridors is presented. An Ornstein-Uhlenbeck model of the aircraft motion and a xxxxxx model of the flow scheduling are introduced along with reasonable numerical values of the model parameters. Analytic expressions are derived for the taskload probability density functions for basic functional elements of the flow structure. xxxxxx simulations are performed for these basic functional elements and the controller taskload probabilities are exhibited.	14748
High Power Density, Lightweight Thermoelectric Metamaterials for Energy Harvesting	2014-09-01	2018-07-19	Thermoelectric energy harvesting utilizes materials that generate an electrical current when subjected to a temperature gradient, or simply, a hot and cold source of heat. The temperature gradient source is irrelevant resulting in an exceptionally diverse energy harvesting device. The efficiency of thermoelectric generators however, is lower than comparable alternative energy sources such as photovoltaics. Efforts to increase the efficiency have focused primarily on creating new materials through solid state chemistry. Some minor advances have been made; however, in order to meet the needs of xxxxxx mission activities, the efficiency of thermoelectric generators needs to be increased substantially. Moreover, future power generation systems should exhibit a high power density (watts per area and watts per mass), reduced weight and become a transformational enabling technology that delivers affordable and abundant power. Consequently, this research proposal encompasses a method to substantially increase the thermoelectric power generation efficiency and power density while simultaneously decreasing the thermoelectric material weight. In conclusion, the primary goal of this proposal is to fabricate and test a lightweight thermoelectric metamaterial designed to exhibit high energy conversion efficiency and power density through engineered control over the thermal properties. Additional research goals include the advancement of theoretical understanding of thermoelectric metamaterials, development of computational capabilities for optimization and testing of an actual thermoelectric metamaterial module. The objective of this project is to precisely control the flow of thermal, electrical and thermoelectrical energy by advancing the development of a new class of thermoelectric (TE) materials. The goals of this project are to (1) optimize metamaterial structure so power generation efficiency can be increased; (2) synthesize high power factor materials once deemed inappropriate for efficient thermoelectrical operation due to their large thermal conductivity; (3) assemble and test a thermoelectric module with an optimized TE metamaterial; and then finally, (4) characterize, on a micron scale, the thermal behavior of the metamaterial. Thermal behavior must be experimentally characterized, under a variety of operating conditions, using a research grade infrared (IR) camera. The results will enable validation studies with finite element models.	14749
Model-Based Torque Control of Piezoelectric Ultrasonic Motors, Phase I	2005-01-01	2018-07-19	Piezoelectric ultrasonic motors (PUMs) are ideal actuators for a variety of spaced-based robotics applications. These motors replace conventional drive systems consisting of motor, gear train, and brake with a rugged and reliable actuator containing one moving part. It is not currently feasible to fully exploit the capabilities of PUMs due to the lack of model-based torque control systems. This research will eliminate the barrier to PUM adoption and lead to model-based torque control algorithms and driver hardware. The key result of the xxxxxx I STTR will be demonstration of the feasibility of model-based torque control of PUMs using a passive inertial load. This result will provide assurance that the overall project result, development of model-based torque control hardware and software, is both feasible and attainable. This result will be achieved via the development of a mathematical model relating motor input parameters and speed to output torque and experimental validation of the model. This xxxxxx I STTR will also produce a design for an enhanced laboratory apparatus incorporating an active load, thus permitting detailed modeling of the space-based robot actuation environment.	14750
Fluorogenic Cell-Based Biosensors for Microbial Monitoring, Phase II	2004-01-01	2018-07-19	Fluorogenic Cell-xxxxxx xxxxxxsensors for xxxxxxbial xxxxxx, xxxxxx	14751
Active Combustion Control Valve, Phase II	2016-09-01	2018-07-19	Over the past decade, research into active combustion control has yielded impressive results in suppressing thermoacoustic instabilities and widening the operational range of gas-turbine combustors. xxxxxx Combustion Instability Control (ACIC) controls the combustion process such that the heat release profile is modulated to dampen the naturally occurring thermoacoustic instabilities. A major challenge to effective implementation of active combustion control is the availability of valves and actuators that provide adequate flow modulation control authority. The majority of the published work revolves around valves designed to modulate the main combustor flow. At present these valves are not designed to operate in a harsh environment and as such are required to be located outside the main flow path, reducing their control authority. To effectively meet the challenge, valves and sensors that are smaller, more responsive and robust must be developed. Ultimately the control valves are co-located with the fuel injection manifold. The trade-off for the harsh environment operation is the ability to maximize the flow modulation control authority. The objective of this research is to integrate the required control authority into an operational environment. This research continues the development of a light weight fast-acting fuel control valve for harsh environment operation. In the xxxxxx effort, the valve demonstrated the ability to modulate fluid flow at 1,000 Hz.  This demonstrated the valve will allow the precise time dependent fuel control required for lean-burn combustor operability. In this xxxxxx research a Prototype valve is designed, fabricated and flow tested using commercially-available driver circuitry to  demonstrate valve operation in harsh thermal environments.	14752
Spaceflight Urine Analysis System, Phase II	2005-12-01	2018-07-19	xxxxxxflight xxxxxx xxxxxx xxxxxx, xxxxxx	14753
Hypersonic Inflatable Aerodynamic Decelerator II (HIAD2)	2017-09-01	2018-07-19	xxxxxx and qualify materials, control mechanisms, and structural design concepts guided by potential mission architectures. Demonstrate performance through ground-based and flight testing at Earth.	14754
