title	issued	modified	description	id
Spectral Decomposition Algorithm (SDA)	2010-09-10	2018-07-19	xxxxxxl xxxxxx (SDA) is an unsupervised feature extraction technique similar to PCA that was developed to better distinguish spectral features in the space shuttle main engine's optical plume. See paper below: Code is not open sourced and therefore it is not available. See paper for sample pseudo code.	12454
Accelerometer for Space Applications Based on Light-Pulse Atom Interferometry, Phase I	2012-08-01	2018-07-19	We propose to design a compact, high-precision, single-axis accelerometer based on atom interferometry that is applicable to operation in space environments. Our design will emphasize reliable operation and minimization of the acceleration noise floor, bias drifts and scale factor instability.	12455
Integrated Structural Health Sensors for Inflatable Space Habitats, Phase II	2019-04-01	2018-07-19	Luna proposes to continue development of integrated high-definition fiber optic sensors (HD-FOS) and carbon nanotube (CNT)-graphene piezoresistive sensors for inflatable space habitat materials to enable full coverage structural health monitoring (SHM) and impact detection. Inflatable habitats are key to reducing the weight of space structures, enabling future long term missions and planetary habitation. There is a need for monitoring the structural health of these habitats, as many of the methods used on earth are not applicable to the space environment or the materials used. To accomplish this goal, Luna has teamed with Embry-Riddle xxxxxx xxxxxxersity (ERAU) who is a leader in the development of CNT sensor technology. Luna is teaming with an established manufacturer to fabricate a sub-scale inflatable structure with integrated SHM sensors which will enable thorough characterization of the approach. During xxxxxx I, the team successfully demonstrated damage detection in an inflatable prototype as well as dynamic impact detection of soft goods layers with the technologies. xxxxxx will focus on increasing the xxxxxx of the sensing technologies and preparing for transition into future xxxxxx missions. xxxxxx will focus on commercializing the technology with xxxxxx and xxxxxx affiliates.	12456
Low Cost, Light Weight Materials for Mirrors, Phase II	2009-12-01	2018-07-19	"During the phase I program xxxxxxwestern and APS, xxxxxx., have manufactured several different materials systems that are lighter than Beryllium and stiffer than xxxxxx.  These high specific strength materials are also easily fabricated into larger shapes or even net shape processed. The mechanical (tensile and modulus) and thermal physical (CTE, thermal conductivity) property data for several systems never before manufactured, will be presented as well as fabricated coupons, mirrors, structures and other parts will be available for review.  Several different diameter parts ranging for 3\" to 11\" have been demonstrated.  These various extremely lightweight systems are easily machined, threaded/joined and have highly variable properties, including variations of thermal conductivity, and radiation hardening/protection capabilities. xxxxxx will continue with this success for mirrors an dlightweight structure."	12457
Accelerometer for Space Applications Based on Light-Pulse Atom Interferometry, Phase II	2014-12-01	2018-07-19	We propose to build a compact, high-precision single-axis accelerometer based on atom interferometry that is applicable to operation in space environments. xxxxxx on our successful xxxxxx I design, the proposed accelerometer emphasizes reliable operation and exceptional acceleration sensitivity. It incorporates several innovative features that make it appropriate for a variety of space-based and terrestrial applications. xxxxxx will result in a completed sensor build, including a sensor head, laser system and electronic control system.xxxxxx-based inertial sensors based on atom interferometry are a compelling technology for both technological and scientific applications because of the exceptionally high performance that can be enabled by long interrogation times with cold atoms in a microgravity environment.	12458
Evaluating the Impact of Unrestricted Operation of Unmanned Aircraft Systems in the National Airspace System	2013-12-11	2018-07-19	xxxxxx aircraft systems (UAS) can be used for scientific, emergency management, and defense missions, among others. The existing federal air regulations, procedures, and technologies do not allow routine UAS access to xxxxxx xxxxxx (NAS), with the UAS being flown primarily within restricted airspaces. The current Certificate of Waiver of Authorization (COA) process requirement for UAS operations in the NAS are extremely resource intensive, lengthy, and often lacks the flexibility to meet the full mission needs. As the number of UAS operations increases, new methodologies will be needed to enable their safe and routine access to both restricted and unrestricted airspace in the NAS. This paper focuses on gaining a better understanding of growth of NAS usage in near-term NAS UAS demand in that airspace, and an assessment of the impact of unrestricted UAS deployment in the NAS that may facilitate the development of enabling methodologies. Using software simulations for demand growth generation and NAS operations the impact of UAS integration into the xxxxxx NAS is simulated to analyze its impact on the delay, congestion, loss of separation conflicts, fuel burn, and noise level. Our analyses show that while there is a slight increase in these factors due to additional UAS flight, this increase is minimal compared to the levels caused by the increase of commercial traffic alone.	12459
MGS SAMPLER MAGNETOMETER/ELECTRON REFLECTOMETER DATA	2018-06-26	2018-07-19	MAG/ER data included on this volume consist of a suite of GIF files thatare plots of derived electron and magnetic field observations acquired during the assessment orbits [see: xxxxxx xxxxxx, 1998]. The plots include electron fluxes at 10, 50, 130, 300, and 1000 eV, a color spectrogram of the same data, and magnetic field amplitude and rms, and spacecraft altitude. The numerical data will be released later on MAG/ER archive volumes, after further validation and calibration procedures have been applied.	12460
Hyperspectral Foveated Imaging Sensor for Objects Identification and Tracking, Phase I	2007-07-01	2018-07-19	xxxxxxical tracking and identification sensors have numerous xxxxxx and non-xxxxxx applications. For example, airborne or spaceborne imaging sensors are used to visualize and track vehicles during launch and landing operations. Existing identification and tracking sensors cannot meet some of the advanced performance requirements including wide field of view (FOV) for panoramic situation awareness, high spatial resolution for detailed object shape discrimination, high spectral resolution for object material signature recognition, and fast response for transit event or moving objects tracking and identification, as well as low weight, volume and power requirements, xxxxxx There is a demand to investigate innovative and unconventional optical or hyperspectral imaging systems to enhance the ability of today's tracking and identification systems for xxxxxx as well as non-xxxxxx applications. xxxxxx Span xxxxxxo-xxxxxx xxxxxx. proposes herein a novel optical configuration that is capable of simultaneously providing wide FOV hyperspectral imaging for object detection and high spatial resolution in areas of interest without mechanical scanning for precise object recognition, positioning and tracking. In xxxxxx I we will establish the model, demonstrate the feasibility, and recognize challenging issues of the proposed concept.	12461
An Automated High Aspect Ratio Mesher for Computational Fluid Dynamics, Phase II	2014-02-01	2018-07-19	Computational fluid dynamics (CFD) simulations are routinely used while designing, analyzing, and optimizing air- and spacecraft. An important component of CFD simulations is mesh generation, or discretization into polygonal or polyhedral cells, of the domain being analyzed. The work will focus on the 3D implementation of the xxxxxx CHARM mesher, with solution-adaptive iteration for CFD and non-CFD applications. The proposed 3D method will incorporate and extend a previously developed method of generating field-guided hexahedral elements from a metric tensor field. While the fundamental technical approach -- a combination of metric tensor conditioning, metric-tracing mesher, and cell-packing mesher -- remains the same, there are many technical challenges specific to the 3D domain, including the following: - Investigation into conditioning of volume metric tensor fields - Investigation into the topology (structure) of volume metric tensor fields - xxxxxxing algorithms for the generation, repair, and adjustment of streamsurface arrangements - xxxxxxing algorithms to convert streamsurface arrangements to hex-dominant meshes - xxxxxxing algorithms to combine streamsurface- and packing-based meshes - Investigation into designing these algorithms for mesh adaptation rather than adaptive remeshing - Investigation of time and storage efficiency of these algorithms in a large-scale parallelism contextIn addition to the above, the goal is to generalize the solution in order to support its packaging and commercialization for a number of problem sets and target applications. This includes generalization of the solver-adaptive framework, creation of APIs to programatically expose core functions, and provide UI access to appropriately control and configure the application.	12462
A Novel Cyclic Catalytic Reformer for Hydrocarbon Fuels, Phase I	2006-07-01	2018-07-19	This proposed Small Business xxxxxxovative xxxxxxearch (xxxxxx) xxxxxx I addresses development of a compact reformer system based on a cyclic partial oxidation (POx) technology for the purpose of generating hydrogen for fuel cell systems.  The need for improved reformers arises from:  1) the tendency of hydrocarbon fuels to deposit carbon on surfaces; 2) requirement of large quantities of steam; 3) a massive and voluminous fuel desulfurization stage; 4) substantial size and power consumption requirements; and 5) the lack of efficient, robust, and compact hydrogen separation technology.  These issues will be addressed by employment of a fixed bed cyclic redox system utilizing a metal oxide oxygen carrier for partial oxidation of fuel.  The reformer will consist of a small heated bed of sulfur tolerant partial oxidation catalyst and will operate by alternate exposure to air and vaporized fuel.  xxxxxx deposition and steam requirements and, possibly, the need for a  prereformer will be reduced or eliminated by this cyclic mode.  This cyclic operation will also eliminate the need for an expensive air separation unit or for H2/N2 separation.  xxxxxx I will consist of identification of catalysts, testing under cyclic conditions with real fuel, and integration of reformer and hydrogen separation modules.  On the basis of xxxxxx I data, a prototype system will be designed, fabricated, and tested during xxxxxx.	12463
CALIPSO Lidar L2 Aerosol Profile Data V3-30	2018-06-25	2018-07-19	xxxxxx and xxxxxx xxxxxxfinder xxxxxx Observations (xxxxxx) was launched on April 28, 2006 to study the impact of clouds and aerosols on the xxxxxx radiation budget and climate. It flies in formation with five other satellites in the international “A-Train” (PDF) constellation for coincident Earth observations. The xxxxxx satellite comprises three instruments, xxxxxx with Orthogonal Polarization (CALIOP), the Imaging xxxxxx xxxxxx (IIR), and the xxxxxx Camera (WFC). xxxxxx is a joint satellite mission between xxxxxx and the French Agency, CNExxxxxxse data consist 5 km aerosol layer data.	12464
Transient Acoustic Environment Prediction Tool for Launch Vehicles in Motion during Early Lift-Off, Phase I	2018-06-01	2018-07-19	Launch vehicles experience extreme acoustic loads dominated by rocket exhaust plume interactions with ground structures during lift-off, which can produce damaging vibro-acoustic loads on the vehicle and payloads if not properly understood and mitigated against. Existing capabilities for modeling the turbulent plume physics during early lift-off are too dissipative to accurately resolve the propagation of acoustic waves throughout the launch environment. Higher fidelity non-dissipative analysis tools are critically needed to design mitigation measures (such as water deluge) and launch pad geometry for current and future launch vehicles. This project will build upon existing capabilities to develop and deliver breakthrough technologies to drastically improve predictions of transient acoustic loading for launch vehicles in motion during early lift-off. xxxxxxovative hybrid CFD/CAA techniques based on RANS/LES modeling for acoustic generation physics and an unstructured discontinuous xxxxxx method will be employed to model long distance acoustic wave propagation along with vehicle motion using ideally-suited high-order accurate schemes. This new paradigm enables: (1) Greatly reduced dissipation and dispersion; (2) xxxxxx modeling of acoustic interactions with complex geometry; and (3) Automatic identification of transient acoustic environment including vehicle motion. xxxxxxs of this approach will be investigated and demonstrated during xxxxxx In xxxxxx, the methodology will be refined and validated against realistic targeted applications.	12465
Multifunctional BHL Radiation Shield, Phase I	2015-12-01	2018-07-19	xxxxxxances in radiation shielding technology remain an important challenge for xxxxxx in order to protect their astronauts, particularly as xxxxxx grows closer to manned missions to the moon and xxxxxx.  xxxxxx is a readily available and structurally sound thermoplastic that has recently gained a fair amount of notoriety as an effective radiation shield.  GTL is proposing to incorporate polyethylene into its xxxxxx technology.  The result will be a lightweight and multifunctional composite material that can be used as primary, secondary and interior spacecraft structure and protect the crew from radiation.  Additionally, this material's architecture can be tailored to provide the optimal combination of structural strength and radiation protection for any application.  Using xxxxxx-PE to create storage containers between structural layers for items such as food, supplies, treated waste and regolith, will these items to serve as multipurpose radiation shielding and improve the overall radiation absorption potential of xxxxxx-PE	12466
ROSETTA-ORBITER COMET PRELANDING OSIWAC 2 EDR data	2018-06-26	2018-07-19	This data set contains images acquired between 2014-04-06 and 2014-05-07 bythe OSIRIS Wide xxxxxxle Camera during the prelanding phase of the xxxxxxmission at the comet 67P	12467
Izenberg PDART 2014 MESSENGER Advanced Products Bundle	2018-06-26	2018-07-19	MESSENGER xxxxxxanced Products (MEAP) by xxxxxx, PDART 2014	12468
Surface-borne Time Of Reception Measurements (STORM), Phase I	2013-11-01	2018-07-19	"Invocon has devised a method to determine the location of lightning strikes on structures to as close as 1\" by combining simple sensors with highly capable electronics.  This method measures a strike frommultiple transducers to triangulate its location.  Initial testing on metallic and composite structures has provided good results.  The next step is to extend the wireless nature of the system to the transducers in order to simplify installation and use of the system.The proposed development is based on nearly 10 years of successfully development and flight testing of high-speed impact detection and evaluation systems combined with lightning detection and location research. It will also take advantage of Invocon's successful 20 year history of deploying highly synchronized wireless networks on aerospace vehicles."	12469
UBV MEAN VALUES V1.0	2018-06-26	2018-07-19	This is a compilation of mean U-B and B-V color indices of asteroids. This data file was provided by xxxxxx, MRC and is a *preliminary* version. The version actually published will include UBV observations published through 1994 and the individual, referenced and commented, observations from which the average value was obtained. This dataset presents xxxxxx system U-B and B-V colors (or colors transformable to them) for asteroids, obtained between 1951 and 1989 and published through mid-1990. In addition, it uses xxxxxx unpublished observations from the Lowell UBV Asteroid Survey. The 978 mean U-B color indices are derived from 3,476 U-B observations. The 1,020 mean B-V color indices are derived from 4,010 B-V observations.	12470
Flight Data For Tail 683	2012-12-04	2018-07-19	The following zip files contain individual flight recorded data in xxxxxx file format. There are 186 parameters each with a data structure that contains the following:-sensor recordings-sampling rate-units-parameter description-parameter ID	12471
Advanced Microgravity Compatible, Integrated Laundry System, Phase II	2017-02-01	2018-07-19	"An xxxxxxanced xxxxxx Compatible, xxxxxxted laundry xxxxxx (AMCILS) is proposed that uses a two phase water / water vapor system to allow good agitation of clothing during the wash & rinse cycle.  xxxxxxing will be accomplished utilizing microwave energy addition and \"jet\" air flow to fluff and move clothing in the washing chamber.  Operation in a two phase water / water vapor system precludes the formation of sustainable foam in the wash effluent while allowing adequate volume for agitation of clothing in a weightless environment while using a minimum amount of water.  xxxxxxing using air \"jets\" and microwave addition was proven during micro-gravity testing performed in xxxxxx program (xxxxxx contract No. NAS9-18362, Jan. 1993) xxxxxx effort will build upon the successful xxxxxx I feasibility demonstration of the AMCIL concept and result in delivery of a working AMCIL prototype whose performance will be thoroughly characterized and delivered to xxxxxx for independent testing.  The AMCIL promises a reduction in ESM associated with crew clothing on long duration missions through the reduction of expendables.  Clothing can be re-used which minimizes ESM associated with storage of new clothing, and waste storage associated with used clothing."	12472
3D Numerical Realization of FRP Mircrostructure from High-Res X-Ray CT	2016-10-01	2018-07-19	Invention, deployment, and improvements in safety and reliability of next-generation composite materials and structures will require significant advances in characterization, simulation, and overall understanding of failure at constituent-level length scales. xxxxxx on surface-based observations, over-simplification of numerical simulations, and continued dependence on empiricism severely hinders our ability to design and deploy future, innovative, composite materials and to fully realize revolutionary, structural-prognosis concepts like the xxxxxx. The objective of the proposed work is to initiate the realization of the xxxxxx concept for fiber-reinforced polymer (FRP) composites by coupling state-of-the-art, nondestructive characterization techniques with three-dimensional, numerical modeling to study their constituent-level deformation and failure. Currently, characterization of constituent-level failure in state-of-the-art FRP composites is limited to two-dimensional observations (e.g. using optical or scanning-electron microscopy) often using post-mortem, destructive methods. Additionally, simulation of FRP deformation and failure at the constituent-level has been either homogenized or two-dimensionalized due to the perceived computational resources needed to perform three-dimensional finite-element (FE) analyses. In contrast, for metallic alloys, recent advances in high-energy X-ray diffraction microscopy, X-ray computed tomography (CT), and supercomputing have enabled detailed characterization and simulation of deformation and failure at the grain-level scale.For FRP composites, volumetric imaging and numerical modeling of the constituent-level microstructure provides a unique set of challenges. For instance, in order to resolve accurately the shape and location of individual constituents (e.g. fibers), volumetric imaging must be performed at a sub-micron resolution. To date, a number of researchers have reported imaging FRPs using micro-focus or synchrotron source radiation X-ray CT; however, these techniques are currently limited to a 1-2 um resolution. Additionally, in order to simulate accurately the deformation and failure of FRP composites within a numerical framework, thousands of individual, randomly distributed fibers and the surrounding resin must be represented within a single three-dimensional model. xxxxxxment and implementation of these models will require tremendous computational power, and their performance will be evaluated using novel, constituent-level characterization and validation experiments. &nbsp;A recent survey of commercially available reconstruction codes highlighted the need for development of new software intended specifically for FRP composites. The new software will be based on novel pattern-recognition algorithms to extract two-dimensional spatial distribution of individual constituents, and will utilize multi-particle tracking algorithms to determine their shape in the third dimension. When completed, the new software will automatically generate realistic FE models based on real CT-derived data; or alternatively, the software will collect and generate extensive statistical information to create synthetic counterparts.The accuracy of the realistic or synthetic FE models will be evaluated with 4D in-situ constituent-level characterization and validation experiments. These experiments will be integrated with the X-ray CT microscope chamber and will enable remote sensing of the applied load or displacement, with a concurrent unobstructed rotation of the test specimen necessary for tomographic imaging.&nbsp;&nbsp;	12473
STARDUST SPICE KERNELS V1.0	2018-06-26	2018-07-19	This data set includes the complete set of xxxxxx SPICE data files (``kernel files'), which can be accessed using SPICE software. The SPICE data contains geometric and other ancillary information needed to recover the full value of science instrument data. In particular SPICE kernels provide spacecraft and planetary ephemerides, instrument mounting alignments, spacecraft orientation, spacecraft sequences of events, and data needed for relevant time conversions.	12474
Consistent Particle-Continuum Modeling and Simulation of Flows in Strong Thermochemical Nonequilibrium	2015-08-01	2018-07-19	During hypersonic entry into a planetary atmosphere, a spacecraft transitions from free-molecular flow conditions to fully continuum conditions. When modeling and predicting the aerothermal environment encompassing the vehicle, the direct simulation xxxxxx (xxxxxx) particle method is used for the rarefied regime, whereas computational fluid dynamics (CFD) methods are used in the continuum regime. xxxxxxver, even within a mainly continuum flow, there may be local regions of nonequilibrium (rarefied flow) where the xxxxxx method is required for accuracy. Such regions include sharp leading edges, backshells of capsules, shock interactions, and possibly boundary layers. Similarly, in space, rocket plume flows transition from continuum inside the nozzle to rarefied in the plume. When rocket plumes resulting from on-orbit maneuvers impinge on other spacecraft surfaces, or when landing on a planetary (or asteroid) surface that has little atmosphere, the plume can become continuum again. For accurate simulation of such flows, a hybrid CFD-xxxxxx technique is required. This situation also arises in retro-rocket deceleration and aero-assist maneuvers high in a planetary atmosphere. xxxxxxstantial progress has been made on such a coupled algorithm over the past decade, to the point where 2D/axi-symmetric flows with thermal nonequilibrium can be solved accurately. xxxxxxver, the applications for which a hybrid method is practically useful are flows where pure xxxxxx simulation is intractable. This inherently involves complex 3D flows at high speeds where chemical reactions occur. Currently, chemical models used in xxxxxx and CFD do not seem to agree in the continuum (overlap) regime as required for a robust hybrid method. This project will investigate consistent particle-continuum chemistry models and then implement these models within a hybrid method. This will involve developing methods for averaging over trace species in xxxxxx in order to provide low-scatter averaged values for CFD regions of the flow. The project will also seek to maintain particle and continuum simulation meshes completely decoupled which will be required for tackling 3D complex geometry flows. This will involve investigation of mesh interpolation strategies that conserve mass, momentum, and energy. The result of this project will be a fully capable hybrid CFD-xxxxxx code that can be applied to a wide range of actual xxxxxx engineering applications. This new technology will constitute an accurate but general tool for solving a wide range of hypersonic flow problems spanning free-molecular to continuum.	12475
Chemical Mechanical Planarization Technology Enabling for Astrophysics Missions	2018-09-01	2018-07-19	xxxxxxor technology for xxxxxx applications is progressing to more complex multilayer circuits to gain advances in array size or detector performance. Chemical Mechanical xxxxxxarization (CMP) is a technique that maintains high fabrication yield and increases feature density in multilayer structures. While outside foundries offer CMP for a limited set of materials, we propose to leverage in-house and federal government facilities to develop custom CMP techniques for the specific materials we need, thereby enabling breakthrough enhancements in detectors, multiplexers, and microwave devices for astrophysics missions.	12476
High-Rate Data Recorder	2017-09-01	2018-07-19	Design a low cost, compact, solid-state data recorder for suborbital vehicles.&nbsp;&nbsp; The recorder will have a 45 GB minimum capacity and a record rate of at least 400 xxxxxx. Cost for recurring units will be nearly an eighth of the cost of commercial units with similar capabilities.The circuit board central to this design will take in data from a bus that it masters. That bus will be parallel and likely implemented using a stack through connector. The board will packetize the data. It will then tag it with time and an indication of the device that sourced it. The board will also require a port for configuration and diagnostics amd may require an additional port to read the memory. The board will also have an interface for time stamping. That interface would be either IRIGB or GPS. If GPS is used, the data could eventually be tagged with position as well, but the position feature is not covered by this proposal.The backplane bus when initialized will wait for one or more external interface cards to request a time slice of bus access. The mainboard will acknowledge the highest priority interface card thereby allowing it to record at least one frame of tagged data before acknowledging the next interface. An additional future enhancement could allow multiple slower devices to record at the same time by splitting the backplane data path.	12477
Cryogenic Propellant Storage and Transfer	2019-06-01	2018-07-19	xxxxxx xxxxxx Demonstration development has been canceled in favor of a ground test bed development for of passive/active cryogenic propellant storage, transfer, and gauging systems in space for infusion into future extended in-space missions.The xxxxxxgenic Propellant xxxxxx and Transfer project will demonstrate the capability to safely and efficiently store, transfer and measure cryogenic propellants, including liquefied and super-cooled fuels and oxidizers. These advances will lead to development of next-generation space transportation systems capable of managing large propellant volumes over long time periods necessary for deep space travel.  xxxxxx Human Exploration and Operations Mission Directorate is a primary customer and new opportunities will follow for the agency's industry partners.   CPST: xxxxxx Mission Facts - The xxxxxxgenic Propellant xxxxxx & Transfer mission will demonstrate technologies required for the development of in-space cryogenic systems to support exploration beyond low-Earth orbit. - The mission will support multiple human architecture elements - It is designed to demonstrate long-duration, storage and transfer of cryogenic propellants. - It will demonstrate an accurate and reliable gauging system for tracking stored propellant.	12478
Reactive-Separator Process Unit for Lunar Regolith, Phase I	2009-07-01	2018-07-19	xxxxxx plans for a lunar habitation outpost call out for process technologies to separate hydrogen sulfide and sulfur dioxide gases from regolith product gas streams. A low-pressure drop separation unit is needed to remove these sulfur compounds from regolith process streams that is compact and lightweight. To this end, Reactive xxxxxxovations, LLC proposes to develop an electrochemical reactive-separation unit to selectively bind and remove the sulfur compounds into a separated stream of sulfur-based compounds. During the xxxxxx I program, we will develop and demonstrate an electrochemical reactive-separation platform that binds sulfur compounds via a charge transfer process to a redox carrier that is subsequently transported across a membrane separator releasing the sulfur components. In this effort, we will demonstrate the redox carrier for binding and releasing sulfur components, develop and assess electrodes that are corrosion resistant to the sulfur compounds, and culminate with a prototype reactive-separator unit design and evaluation for removing sulfur components from regolith streams. By the end of the xxxxxx I effort, this lunar regolith reactive-separator unit will be at a xxxxxx Readiness xxxxxx of 3 with a xxxxxx program delivering an operational reactive-separator at a xxxxxx of 4-5.	12479
Intelligent, Semi-Automated Procedure Aid (ISAPA) for ISS Flight Control, Phase II	2008-12-01	2018-07-19	"We propose to develop the Intelligent, Semi-Automated xxxxxxedure Aid (ISAPA) intended for use by xxxxxx (xxxxxx) ground controllers to increase the efficiency and safety of flight operations while reducing costs for xxxxxx. ISAPA is innovative in that it is centered on a \"person-in-the-loop\" approach to automation. While ISAPA executes procedures, it asks the user for confirmations, decisions and allows the user to easily override. To increase situational awareness, the aid clearly presents, through notifications and advanced visualizations, what is being performed. The second major innovation is ISAPA's intuitive authoring tool which enables controllers (without programming skills) to build new and modify existing semi-automated procedures using drag-and-drop graphical widgets. As space station construction progresses and procedures change, authoring utilities allow the straightforward updating of procedures. ISAPA also supports gradual procedure automation, allowing flight controllers to migrate a manual procedure towards automation as confidence is gained. The system will integrate with existing mission control center systems, specifically: \"Thin xxxxxx\" for sending commands, \"Information xxxxxx Protocol\" for receiving telemetry, and use official formats, such as \"PRL\", for persisting procedure data. ISAPA will also include a simulator to assist in the validation process of procedures. During xxxxxx I, xxxxxx developed a prototype of the ISAPA execution tool, authoring tool and simulation tools while constructing two sample procedures based on real-life controller procedures. During xxxxxx, xxxxxx will develop a full ISAPA system ready for integration into the xxxxxx MCC. Special emphasis will be placed on compliance with xxxxxx ground console software certification. ISAPA technologies from the xxxxxx Taxonomy are Autonomous Reasoning/Artificial Intelligence and Human-Computer xxxxxxs from the Information section."	12480
Discovering System Health Anomalies using Data Mining Techniques	2010-09-22	2018-07-19	We discuss a statistical framework that underlies envelope detection schemes as well as dynamical models based on xxxxxx (HMM) that can encompass both discrete and continuous sensor measurements for use in xxxxxxted xxxxxx Health Management (ISHM) applications. The HMM allows for the rapid assimilation, analysis, and discovery of system anomalies.  We motivate our work with a discussion of an aviation problem where the identification of anomalous sequences is essential for safety reasons. The data in this application are discrete and continuous sensor measurements and can be dealt with seamlessly using the methods described here to discover anomalous flights. We specifically treat the problem of discovering anomalous features in the time series that may be hidden from the sensor suite and compare those methods to standardenvelope detection methods on test data designed to accentuate the differences between the two methods. Identificationof these hidden anomalies is crucial to building stable, reusable, and cost-efficient systems. We also discuss a data mining framework for the analysis and discovery of anomalies in high-dimensional time series of sensor measurements that would be found in an ISHM system. We conclude with recommendations that describe the tradeoffs in building an integrated scalable platform for robust anomaly detection in ISHM applications.	12481
RNA-seq analysis of mycobacteria stress response to microgravity	2018-06-26	2018-07-19	The aim of this work is to determine whether mycobacteria have enhanced virulence during space travel and what mechanisms they use to adapt to microgravity. M. marinum and LHM4 were grown in high aspect ratio vessels (HARV) in a rotary cell culture system (xxxxxxS) under normal gravity (NG) or low shear simulated microgravity (MG). To determine the effect of MG on the stress responses activated by the growth conditions we used xxxxxx to examine what genes were expressed. For xxxxxx the bacteria are harvested xxxxxx isolated and converted DNA (cDNA) and the cDNA sequenced. Using bioinformatics the amount of expression of the different M. marinum genes were compared between the NG and MG samples. To make sure that we were examining only gene expression changes due to MG only bacteria in early exponential growth were used in the xxxxxx studies. Triplicate NG and MG cultures were used to generate samples of bacteria grown for ~40 hrs. We also grew triplicate cultures for 4 days and then diluted them again and grew them for another ~40 hrs so we could examine gene expression from bacteria exposed for a longer time. In summary this study determined that waterborne mycobacteria alter their growth expression of stress responses and their sensitivity to oxidizing conditions when subjected to growth under MG.	12482
CDAWeb	2018-06-25	2018-07-19	High-resolution, current space physics data with graphics and listings from many missions. This web service consists of public data from current (1992 -> present) space physics missions (including ACE, Cluster, C/NOFS, FAST, xxxxxx, xxxxxx 5-12, IMAGE, LANL 1989-2002, NOAA 10-14, OMNI, Polar, STEREO, THEMIS, TIMED, xxxxxx, xxxxxx, Voyager, Wind and others) and public data from older missions (including xxxxxx, CRRES, DE, xxxxxx, IMP-8, ISIS, NOAA 5-10, OMNI and others).	12483
Advanced Pulse Compression System and Testbed, Phase I	2011-09-01	2018-07-19	Future space-borne cloud radars will require significant technical innovations for improving remote sensing of the Earth's atmosphere and that of other planetary bodies such as xxxxxx and xxxxxx moon xxxxxx, which have significant cloud cover. One critical innovation required is a pulse compression scheme at W-band (95 GHz) with ultra-low range sidelobe levels - on the order of 90 dB. The current space-borne cloud radar flying on xxxxxxSat is an outstanding technical achievement but lacks sensitivity to weakly reflecting low altitude clouds. Because these clouds play a significant role in modulation the Earth's radiation budget follow-on missions will have to address this limitation. Pulse compression (coded) waveforms can maximize transmitter duty cycle usage and thus system sensitivity. xxxxxxver, the reflection from the Earth's surface can easily mask the cloud signal via the coded waveforms range sidelobe response. The requirement for detecting these clouds from space is severe and significant innovations are required to meet them. The proposed research addresses this requirement and is supported by staff who have significant experience in xxxxxx system development, having built and flown the first airborne cloud radar utilizing FM chirp pulse compression.	12484
Miniaturized Ultraviolet Absorption Ozonesonde for Small Aerial Platforms, Phase II	2004-01-01	2018-07-19	Miniaturized xxxxxx Absorption xxxxxxsonde for Small Aerial xxxxxxs, xxxxxx	12485
A Compact, Efficient Pyrolysis/Oxidation System for Solid Waste Resource Recovery in Space, Phase II	2013-06-01	2018-07-19	Pyrolysis processing can be used in near term missions for volume reduction, water recovery (drying), stabilization, and enhanced water and oxygen recovery through thermochemical reactions. For longer term missions, the added benefits include production of fuel, multi-purpose carbon, and reactants for in-situ resource utilization (ISRU). The objective of the xxxxxx I xxxxxx program was to demonstrate the feasibility of integrating pyrolysis, tar cracking, and oxidation steps into a compact, efficient, system for processing spacecraft solid wastes. This integration, which was based on a microwave pyrolysis/cracking/oxidation unit, has resulted in a significant reduction in energy consumption per gram (~70% when compared to a conventional unit), and an overall reduction in system complexity. These improvements should lead to a lower xxxxxx xxxxxx (ESM) for a full scale system.  Under xxxxxx, a prototype microwave pyrolysis/tar cracking/oxidation unit will be developed in collaboration with ETM xxxxxxmatic, xxxxxx., a leading manufacturer of microwave power systems for commercial, space and military markets.	12486
Gazetteer of Planetary Nomenclature: Venus: 1:10 million-scale Altimetry Quadrangles: Sedna	1979-12-31	2018-07-19	This set of maps diplays altimetric radar images of xxxxxx approved by the International Astronomical Union (IAU).	12487
400 Wh/kg Secondary Battery, Phase I	2005-07-01	2018-07-19	xxxxxxLithium-ion battery technology will not provide significant breakthroughs beyond 200 Wh/kg. It will not provide adequate specific energy and cycle life for xxxxxx missions. It will not enable xxxxxx to reestablish its position of strategic technical advantage in portable energy storage. xxxxxxver, the next generation of secondary Li batteries is being developed in the US. It is based on lithium metal anodes and sulfur containing liquid cathodes. The sulfur-based cathode delivers a theoretical specific energy of 2450 Wh/kg, more than any other known cathode material of secondary cell. xxxxxx battery needs advanced technology for improved stabilization of xxxxxx anode in the corrosive environment of the liquid sulfur cathode. We propose a novel application of modern rocket fuel chemistry to create a self-healing, solid-electrolyte interface (SEI) layer. xxxxxx cells equipped with this robust passivation will stably perform at 400 Wh/kg level for ~ 300 cycles. At 200 Wh/kg a cycle life of ~ 1000 cycles is expected. The good low temperature performance and excellent rate capability features of xxxxxx cell will remain intact.   These features are the next leap toward the advanced energy storage technologies required for Earth science observation platforms.	12488
