topic,sub_topic,dataset_id,topic_confidence
0,"['completed', 'stennis-space-center']",13077,0.47773215
5,"['armstrong-flight-re...', 'completed']",13078,0.46159878
3,"['ames', 'dashlink', 'nasa']",13079,0.6809454
4,"['completed', 'nasa-headquarters']",13080,0.28339458
0,"['acd', 'balloon', 'bursts', 'cgro', 'compton', 'egret', 'energy', 'fermi', 'gamma', 'gamma-ray', 'glast', 'glast-ssc', 'gro', 'gssc', 'high-energy']",13081,0.7810952
4,"['ames', 'dashlink', 'nasa']",13082,0.5624687
3,"['api', 'collections', 'java', 'kepler', 'matlab', 'modis', 'perl', 'products', 'python', 'r_']",13083,0.62499255
1,"['completed', 'marshall-space-flig...']",13084,0.37866974
2,"['lunar-prospector', 'moon']",13085,0.49137086
5,"['jupiter', 'voyager']",13086,0.383116
4,"['completed', 'johnson-space-center']",13087,0.8748666
5,"['active', 'ames-research-center']",13088,0.56246877
2,"['completed', 'jet-propulsion-labo...']",13089,0.70823526
5,"['completed', 'glenn-research-center']",13090,0.6406168
0,['international-roset...'],13091,0.5314806
4,"['completed', 'jet-propulsion-labo...']",13092,0.79186255
4,"['ames-research-center', 'completed']",13093,0.5963877
4,"['ames-research-center', 'completed']",13094,0.51087457
2,"['pioneer', 'pre-magellan', 'venus']",13095,0.3546213
4,"['completed', 'jet-propulsion-labo...']",13096,0.69747263
2,"['ariel', 'imagery', 'images', 'miranda', 'moons', 'oberon', 'puck', 'titania', 'umbriel', 'uranian', 'uranus', 'usgs', 'working-group-for-p...']",13097,0.501109
5,"['dose', 'irradiation', 'library-construction', 'nucleic-acid-extrac...', 'nucleic-acid-sequen...', 'sample-collection', 'timepoint']",13098,0.2789146
6,"['26p-grigg-skjelleru...', 'giotto-extended-mis...']",13099,0.5308645
2,"['ames', 'dashlink', 'nasa']",13100,0.76399004
2,"['completed', 'johnson-space-center']",13101,0.30326432
4,"['completed', 'marshall-space-flig...']",13102,0.7294704
1,"['new-horizons', 'solar-wind']",13103,0.63530415
3,"['ames-research-center', 'completed']",13104,0.687607
2,"['completed', 'jet-propulsion-labo...']",13105,0.5358841
5,"['completed', 'langley-research-ce...']",13106,0.4564905
0,['active'],13107,0.2997811
3,"['completed', 'goddard-space-fligh...']",13108,0.30704764
2,"['completed', 'stennis-space-center']",13109,0.88341933
4,"['ames-research-center', 'completed']",13110,0.5685766
0,"['asteroid', 'support-archives']",13111,0.53246254
1,"['132524-apl', 'calibration', 'new-horizons']",13112,0.82498884
2,"['cassini-huygens', 'dione', 'enceladus', 'hyperion', 'iapetus', 'mimas', 'phoebe', 'rhea', 'saturn', 'solar-system', 'tethys', 'titan']",13113,0.62358934
7,"['completed', 'jet-propulsion-labo...']",13114,0.6249887
6,"['completed', 'glenn-research-center']",13115,0.5037763
4,"['galileo', 'gaspra']",13116,0.26186603
2,"['completed', 'marshall-space-flig...']",13117,0.44641882
5,"['completed', 'langley-research-ce...']",13118,0.82491916
4,"['completed', 'kennedy-space-center']",13119,0.41255453
2,['active'],13120,0.61199445
3,"['active', 'the-university-of-w...']",13121,0.4303987
6,"['cassini-huygens', 'saturn']",13122,0.88383305
2,"['ames-research-center', 'completed']",13123,0.30358702
5,"['completed', 'marshall-space-flig...']",13124,0.5062024
6,"['active', 'nasa-headquarters']",13125,0.66792166
4,"['completed', 'langley-research-ce...']",13126,0.8748962
4,"['ames-research-center', 'completed']",13127,0.5612132
5,"['completed', 'marshall-space-flig...']",13128,0.8022415
2,"['completed', 'goddard-space-fligh...']",13129,0.4485932
3,"['mariner71', 'mars', 'viking']",13130,0.55701596
1,['dawn-mission-to-ves...'],13131,0.8249435
1,"['jupiter', 'voyager']",13132,0.6776052
4,"['completed', 'langley-research-ce...']",13133,0.8905693
7,['pds'],13134,0.69682884
4,"['ames-research-center', 'completed']",13135,0.45805445
2,"['eros', 'near-earth-asteroid...']",13136,0.87487704
4,"['completed', 'langley-research-ce...']",13137,0.5707216
4,"['completed', 'stennis-space-center']",13138,0.80761313
4,"['active', 'langley-research-ce...']",13139,0.62760466
2,"['67p-churyumov-geras...', 'international-roset...']",13140,0.8540956
4,"['completed', 'jet-propulsion-labo...']",13141,0.3856804
2,"['completed', 'johnson-space-center']",13142,0.47590736
2,"['completed', 'jet-propulsion-labo...']",13143,0.51103616
4,"['completed', 'johnson-space-center']",13144,0.500727
0,"['mars', 'phoenix']",13145,0.43500385
6,"['earth-science', 'landsat']",13146,0.5059009
3,"['ames', 'dashlink', 'nasa']",13147,0.7811247
0,"['active', 't-e-a-m-inc']",13148,0.34023243
3,"['completed', 'marshall-space-flig...']",13149,0.70764476
4,"['completed', 'jet-propulsion-labo...']",13150,0.8540364
0,"['completed', 'marshall-space-flig...']",13151,0.65690416
7,"['ames', 'dashlink', 'nasa']",13152,0.8624411
4,"['completed', 'glenn-research-center']",13153,0.7646288
1,"['completed', 'glenn-research-center']",13154,0.33236703
0,['Error'],13155,0.3907754
6,"['cassini-huygens', 'saturn']",13156,0.88383347
5,"['completed', 'glenn-research-center']",13157,0.58383393
4,"['ames', 'dashlink', 'nasa']",13158,0.8937475
4,"['completed', 'goddard-space-fligh...']",13159,0.35556597
0,"['2001-mars-odyssey', 'mars']",13160,0.8249838
6,"['atlas', 'calypso', 'cassini-huygens', 'dark-sky', 'dione', 'enceladus', 'epimetheus', 'helene', 'hyperion', 'iapetus', 'janus', 'mimas', 'pan', 'pandora', 'phoebe', 'prometheus', 'rhea', 's-rings', 'saturn', 'star', 'sun', 'telesto', 'tethys', 'titan']",13161,0.30052307
2,"['active', 'rochester-institute...']",13162,0.6623129
5,"['ames-research-center', 'completed']",13163,0.50132245
3,"['active', 'pennsylvania-state-...']",13164,0.64409703
4,"['completed', 'kennedy-space-center']",13165,0.82489
7,"['active', 'langley-research-ce...']",13166,0.8246962
6,"['ames', 'dashlink', 'nasa']",13167,0.6130887
1,"['67p-churyumov-geras...', 'international-roset...', 'zeta-cas']",13168,0.38360468
1,['dawn-mission-to-ves...'],13169,0.55956316
5,"['completed', 'kennedy-space-center']",13170,0.90662825
5,"['completed', 'kennedy-space-center']",13171,0.87486243
5,"['ames', 'dashlink', 'nasa']",13172,0.5184475
4,"['completed', 'glenn-research-center']",13173,0.8248982
3,"['completed', 'langley-research-ce...']",13174,0.5205831
4,"['completed', 'langley-research-ce...']",13175,0.49758336
1,"['completed', 'langley-research-ce...']",13176,0.8248407
4,['completed'],13177,0.7355034
6,"['astro', 'astronomical-data-a...', 'befs', 'copernicus', 'dss', 'epoch', 'euve', 'first', 'fuse', 'galex', 'gsc', 'hpol', 'hst', 'hut', 'imaps', 'iue', 'kepler', 'mast', 'optical-astronomy', 'orfeus', 'rosat', 'sdss', 'stsci', 'tues', 'uit', 'ultraviolet-astronomy', 'vlafirst', 'wuppe', 'xmmom']",13178,0.5620235
3,"['completed', 'langley-research-ce...']",13179,0.8054376
4,"['completed', 'goddard-space-fligh...']",13180,0.68707734
2,"['ames', 'dashlink', 'nasa']",13181,0.62501925
4,"['active', 'marshall-space-flig...']",13182,0.5097442
1,"['completed', 'goddard-space-fligh...']",13183,0.82486564
4,"['completed', 'dryden-flight-resea...']",13184,0.50939935
6,"['ames', 'dashlink', 'nasa']",13185,0.73730916
4,"['ames', 'dashlink', 'nasa']",13186,0.48900422
2,"['completed', 'goddard-space-fligh...']",13187,0.63282585
3,"['ames', 'dashlink', 'nasa']",13188,0.766106
4,"['completed', 'glenn-research-center']",13189,0.7085874
0,"['asteroid', 'calibration', 'support-archives']",13190,0.8249385
7,"['animal-and-tissue-s...', 'extraction', 'freezing-profile', 'labeling', 'library-construction', 'mass-spectrometry', 'nucleic-acid-extrac...', 'nucleic-acid-sequen...', 'protein-extraction', 'proteomic-labeling', 'sample-collection', 'tissue-storage-time']",13191,0.5236601
5,"['completed', 'langley-research-ce...']",13192,0.57382417
0,"['completed', 'langley-research-ce...']",13193,0.33397248
3,"['completed', 'johnson-space-center']",13194,0.48487225
3,"['active', 'langley-research-ce...']",13195,0.7808906
4,"['completed', 'kennedy-space-center']",13196,0.7168094
7,"['active', 'jet-propulsion-labo...']",13197,0.43475
5,"['ames-research-center', 'completed']",13198,0.5098531
0,"['jupiter', 'ulysses']",13199,0.7283974
2,"['asteroid', 'support-archives']",13200,0.70820844
4,"['ares-1-x', 'foia', 'geophysical', 'hq', 'technical-reports', 'transparency', 'xml']",13201,0.50328505
5,"['ames-research-center', 'completed']",13202,0.5624325
5,"['completed', 'goddard-space-fligh...']",13203,0.6959756
4,"['completed', 'goddard-space-fligh...']",13204,0.5027456
4,"['active', 'glenn-research-center']",13205,0.60155404
4,"['completed', 'glenn-research-center']",13206,0.7977452
2,"['geography', 'nen', 'space-science', 'wise']",13207,0.7083304
2,"['completed', 'langley-research-ce...']",13208,0.5670876
6,"['cassini-huygens', 'saturn']",13209,0.8838334
2,"['completed', 'glenn-research-center']",13210,0.87475127
6,"['galileo', 'solar-system']",13211,0.5620718
1,"['active', 'johnson-space-center']",13212,0.6247128
1,"['completed', 'langley-research-ce...']",13213,0.5248283
0,"['completed', 'glenn-research-center']",13214,0.3891318
2,"['completed', 'marshall-space-flig...']",13215,0.31346148
6,"['s-rings', 'saturn', 'saturn-occultation-...']",13216,0.8384353
5,"['completed', 'glenn-research-center']",13217,0.455047
5,"['ames-research-center', 'completed']",13218,0.35894638
5,['completed'],13219,0.7820102
3,"['ames', 'dashlink', 'nasa']",13220,0.7338692
4,"['completed', 'goddard-space-fligh...']",13221,0.6836133
5,"['ames-research-center', 'completed']",13222,0.60150915
6,"['completed', 'goddard-space-fligh...']",13223,0.4556089
0,"['completed', 'nanohmics-inc']",13224,0.53125393
4,"['mars', 'mars-exploration-rover']",13225,0.45951557
2,"['67p-churyumov-geras...', 'international-roset...']",13226,0.85413307
0,"['asteroid', 'support-archives']",13227,0.70832205
7,"['completed', 'jet-propulsion-labo...']",13228,0.90275687
4,"['ames-research-center', 'completed']",13229,0.85381883
4,"['ames-research-center', 'completed']",13230,0.69117635
6,"['atmospheric-science...', 'climatology', 'earth-science', 'education-outreach', 'hdf5', 'power', 'radiometry']",13231,0.56246096
4,"['active', 'jet-propulsion-labo...']",13232,0.7656013
2,"['geography', 'nen', 'space-science', 'wise']",13233,0.7083304
5,"['ames-research-center', 'completed']",13234,0.5380909
4,"['completed', 'glenn-research-center']",13235,0.46413067
2,"['comet-sl9-jupiter-c...', 'iue', 'jupiter', 'sl9']",13236,0.87490624
7,"['ames-research-center', 'completed']",13237,0.35009286
2,"['completed', 'goddard-space-fligh...']",13238,0.45383182
4,"['active', 'university-of-michigan']",13239,0.8358282
3,"['completed', 'kennedy-space-center']",13240,0.8248557
4,"['completed', 'goddard-space-fligh...']",13241,0.70821965
4,"['completed', 'dryden-flight-resea...']",13242,0.58925617
4,"['completed', 'langley-research-ce...']",13243,0.65698993
5,"['completed', 'goddard-space-fligh...']",13244,0.6962426
7,"['completed', 'goddard-space-fligh...']",13245,0.78107154
2,"['67p-churyumov-geras...', 'international-roset...']",13246,0.87496847
4,"['ames-research-center', 'completed']",13247,0.7789839
4,"['completed', 'glenn-research-center']",13248,0.44913068
5,"['ames', 'dashlink', 'nasa']",13249,0.48345587
2,"['completed', 'langley-research-ce...']",13250,0.455178
4,"['active', 'langley-research-ce...']",13251,0.71146727
3,"['completed', 'kennedy-space-center']",13252,0.32946056
4,"['ames-research-center', 'completed']",13253,0.854049
4,"['ames-research-center', 'completed']",13254,0.781194
0,"['completed', 'jet-propulsion-labo...']",13255,0.47827536
4,"['completed', 'glenn-research-center']",13256,0.59965277
4,"['completed', 'jet-propulsion-labo...']",13257,0.8749124
5,"['jupiter', 'voyager']",13258,0.6130965
2,"['completed', 'glenn-research-center']",13259,0.34448075
4,"['active', 'stanford-university']",13260,0.70814425
7,"['completed', 'glenn-research-center']",13261,0.8541457
3,"['completed', 'glenn-research-center']",13262,0.7523296
6,"['completed', 'johns-hopkins-unive...']",13263,0.78118503
4,"['completed', 'langley-research-ce...']",13264,0.6550172
2,"['calibration', 'international-roset...']",13265,0.50084436
4,"['completed', 'goddard-space-fligh...']",13266,0.54883945
5,"['completed', 'johnson-space-center']",13267,0.7810672
6,"['completed', 'goddard-space-fligh...']",13268,0.37568843
3,"['api', 'coordinates', 'earth-science', 'landing-site', 'mass', 'size', 'space-science']",13269,0.5311779
0,"['mercury', 'messenger']",13270,0.38432008
0,"['ames', 'dashlink', 'nasa']",13271,0.125
6,"['bias', 'flat-field', 'hd-22859', 'hd-28099', 'hd-43607', 'lunar-crater-observ...', 'moon', 'sky']",13272,0.49672654
1,"['aerosol', 'atmospheric-science', 'climate', 'cloud', 'eos', 'radiation', 'satellite']",13273,0.5219874
7,"['completed', 'langley-research-ce...']",13274,0.82491964
1,['pds'],13275,0.64848363
1,"['ames-research-center', 'completed']",13276,0.5807064
5,"['ames', 'dashlink', 'nasa']",13277,0.6266133
4,"['completed', 'glenn-research-center']",13278,0.42262712
4,"['ames-research-center', 'completed']",13279,0.46793827
3,"['ames-research-center', 'completed']",13280,0.874858
4,"['completed', 'kennedy-space-center']",13281,0.42769608
4,"['completed', 'langley-research-ce...']",13282,0.83256394
7,"['completed', 'marshall-space-flig...']",13283,0.58433807
4,"['completed', 'dryden-flight-resea...']",13284,0.75667274
6,"['s-rings', 'saturn', 'saturn-occultation-...']",13285,0.84658176
0,"['9p-tempel-1-1867-g1', 'international-roset...']",13286,0.53119457
5,"['active', 'goddard-space-fligh...']",13287,0.5021421
6,"['cassini-huygens', 'saturn']",13288,0.884384
6,"['completed', 'glenn-research-center']",13289,0.6199489
3,"['active', 'purdue-university']",13290,0.5452141
6,"['asteroid', 'comet', 'support-archives']",13291,0.82496583
3,"['lunar-science', 'meteorite', 'space-science']",13292,0.482306
4,"['completed', 'langley-research-ce...']",13293,0.50373983
4,"['completed', 'marshall-space-flig...']",13294,0.85409224
6,"['completed', 'johnson-space-center']",13295,0.45822924
4,"['completed', 'stennis-space-center']",13296,0.4181563
3,"['ames-research-center', 'completed']",13297,0.7811484
1,"['saturn', 'voyager']",13298,0.5191557
3,"['completed', 'langley-research-ce...']",13299,0.8540608
2,"['active', 'goddard-space-fligh...']",13300,0.78117853
0,"['completed', 'kennedy-space-center']",13301,0.58670825
6,"['calibration', 'cassini-huygens', 'dust']",13302,0.8248969
1,"['aerosol', 'atmospheric-science', 'climate', 'cloud', 'eos', 'radiation', 'satellite']",13303,0.89059526
2,"['completed', 'jet-propulsion-labo...']",13304,0.29319096
2,"['active', 'marshall-space-flig...']",13305,0.65400326
7,"['ames-research-center', 'completed']",13306,0.83945984
5,['Error'],13307,0.6874586
7,['completed'],13308,0.7809784
5,"['completed', 'stennis-space-center']",13309,0.44142005
6,"['cassini-huygens', 'saturn']",13310,0.8838333
1,"['dust', 'new-horizons']",13311,0.85414076
3,"['ames', 'dashlink', 'nasa']",13312,0.5620083
5,"['completed', 'glenn-research-center']",13313,0.3916018
7,"['ames-research-center', 'completed']",13314,0.3759489
1,"['completed', 'glenn-research-center']",13315,0.5892105
4,"['completed', 'kennedy-space-center']",13316,0.8905568
6,"['mars', 'mars-global-surveyor']",13317,0.7006919
5,['completed'],13318,0.3565771
0,"['completed', 'nasa-headquarters']",13319,0.39075407
5,"['active', 'jet-propulsion-labo...']",13320,0.89055455
4,"['completed', 'kennedy-space-center']",13321,0.32823035
3,"['array-scanning-prot...', 'labeling', 'normalization-data-...', 'nucleic-acid-extrac...', 'nucleic-acid-hybrid...', 'p-gse42742-1', 'p-gse42742-2', 'p-gse42742-3', 'p-gse42742-4', 'p-gse42742-5', 'p-gse42742-6', 'p-gse42742-7', 'sample-collection', 'sample-treatment-pr...', 'variation']",13322,0.756463
4,"['completed', 'stennis-space-center']",13323,0.37743172
7,"['completed', 'goddard-space-fligh...']",13324,0.70002896
6,['Error'],13325,0.8905905
5,"['saturn', 'voyager']",13326,0.62862796
1,"['completed', 'langley-research-ce...']",13327,0.6093314
6,"['active', 'langley-research-ce...']",13328,0.5388964
4,"['active', 'georgia-institute-o...']",13329,0.85954
4,"['active', 'glenn-research-center']",13330,0.8304183
1,"['near-earth-asteroid...', 'solar-system']",13331,0.45065713
4,"['ames-research-center', 'completed']",13332,0.7568668
7,"['completed', 'jet-propulsion-labo...']",13333,0.5207363
3,"['completed', 'johnson-space-center']",13334,0.8248043
5,"['completed', 'johnson-space-center']",13335,0.49686414
4,"['ames-research-center', 'completed']",13336,0.8541119
3,"['ames-research-center', 'completed']",13337,0.6764183
4,"['completed', 'glenn-research-center']",13338,0.8790126
2,"['bioassay_data_trans...', 'feature_extraction', 'gravity', 'grow', 'hybridization', 'image_aquisition', 'labeling', 'nucleic_acid_extrac...', 'p-gse38836-1', 'p-gse38836-2', 'p-gse38836-3', 'p-gse38836-4', 'p-gse38836-5', 'p-gse38836-6', 'p-gse38836-7', 'p-gse38836-8', 'specified_biomateri...', 'treatment']",13339,0.51256084
2,"['lunar-reconnaissanc...', 'moon']",13340,0.85414916
4,"['active', 'glenn-research-center']",13341,0.4018099
7,"['jupiter', 'ulysses']",13342,0.90275615
3,"['completed', 'kennedy-space-center']",13343,0.34613466
5,"['active', 'langley-research-ce...']",13344,0.7811984
5,"['3d-model', 'international-space...', 'iss', 'satellite', 'space-stations', 'spacecraft', 'structures']",13345,0.70819706
4,"['ames-research-center', 'completed']",13346,0.5190446
7,"['completed', 'goddard-space-fligh...']",13347,0.5393779
5,"['ames-research-center', 'completed']",13348,0.5428394
4,"['completed', 'glenn-research-center']",13349,0.4848248
4,"['completed', 'langley-research-ce...']",13350,0.48853314
6,"['cassini-huygens', 'dione', 'enceladus', 'iapetus', 'mimas', 'phoebe', 'rhea', 'tethys']",13351,0.41999236
3,"['completed', 'jet-propulsion-labo...']",13352,0.4293103
2,"['completed', 'kennedy-space-center']",13353,0.82472193
0,"['mars', 'mars-exploration-rover']",13354,0.90276575
0,"['2001-mars-odyssey', 'mars']",13355,0.86438024
2,"['mars', 'mars-reconnaissance...']",13356,0.46952292
0,"['completed', 'goddard-space-fligh...']",13357,0.6052239
2,"['completed', 'glenn-research-center']",13358,0.8532741
5,"['completed', 'glenn-research-center']",13359,0.59246
2,"['completed', 'johnson-space-center']",13360,0.36718047
7,"['completed', 'goddard-space-fligh...']",13361,0.5312276
4,"['active', 'glenn-research-center']",13362,0.9204216
6,"['completed', 'jet-propulsion-labo...']",13363,0.37510028
5,"['completed', 'jet-propulsion-labo...']",13364,0.48323762
7,"['completed', 'langley-research-ce...']",13365,0.72660726
4,"['abstract-interpreta...', 'application', 'c_', 'ikos', 'library', 'static-analyzer']",13366,0.7655729
4,"['completed', 'glenn-research-center']",13367,0.57727885
3,"['ames', 'dashlink', 'nasa']",13368,0.4216211
4,"['completed', 'kennedy-space-center']",13369,0.37506267
4,"['completed', 'johnson-space-center']",13370,0.7002125
2,"['giotto', 'halley']",13371,0.5765767
2,"['mars', 'mars-global-surveyor']",13372,0.6718517
4,"['ames-research-center', 'completed']",13373,0.8749391
4,"['active', 'university-of-color...']",13374,0.8540302
5,"['completed', 'dryden-flight-resea...']",13375,0.78104705
2,"['active', 'jet-propulsion-labo...']",13376,0.45748246
5,"['active', 'jet-propulsion-labo...']",13377,0.7652197
3,"['active', 'glenn-research-center']",13378,0.5084839
3,"['active', 'marshall-space-flig...']",13379,0.85407144
2,"['completed', 'marshall-space-flig...']",13380,0.5753482
5,"['ames-research-center', 'completed']",13381,0.47404
2,"['completed', 'johnson-space-center']",13382,0.62779856
2,"['67p-churyumov-geras...', 'international-roset...']",13383,0.8749679
4,"['completed', 'johnson-space-center']",13384,0.7513409
6,"['international-roset...', 'unknown']",13385,0.838725
0,"['completed', 'kennedy-space-center']",13386,0.52392465
4,"['completed', 'glenn-research-center']",13387,0.7811952
4,"['completed', 'glenn-research-center']",13388,0.38534623
2,"['completed', 'jet-propulsion-labo...']",13389,0.87489116
7,"['completed', 'marshall-space-flig...']",13390,0.60878277
4,"['completed', 'langley-research-ce...']",13391,0.6170684
5,"['completed', 'langley-research-ce...']",13392,0.9024987
5,"['active', 'goddard-space-fligh...']",13393,0.2918168
2,"['completed', 'jet-propulsion-labo...']",13394,0.85879904
4,"['active', 'glenn-research-center']",13395,0.87490857
1,"['completed', 'goddard-space-fligh...']",13396,0.5312359
6,"['international-roset...', 'unknown']",13397,0.8249841
2,"['mars', 'mars-global-surveyor']",13398,0.78114176
2,"['67p-churyumov-geras...', 'international-roset...']",13399,0.8541224
7,"['aeronautics', 'gpm', 'grin', 'history', 'ntrs', 'photography', 'wise']",13400,0.63563395
1,"['completed', 'glenn-research-center']",13401,0.38436943
7,"['completed', 'jet-propulsion-labo...']",13402,0.7574779
5,"['completed', 'goddard-space-fligh...']",13403,0.6857363
2,"['completed', 'glenn-research-center']",13404,0.5544198
6,"['comet-sl9-jupiter-c...', 'saturn', 'voyager']",13405,0.7080551
0,"['ames', 'dashlink', 'nasa']",13406,0.30555508
3,"['active', 'massachusetts-insti...']",13407,0.46435937
1,"['completed', 'wallops-flight-faci...']",13408,0.78104883
0,"['asteroid', 'satellite', 'support-archives']",13409,0.7082423
3,"['ames', 'dashlink', 'nasa']",13410,0.82482976
7,"['completed', 'goddard-space-fligh...']",13411,0.3728805
3,"['completed', 'kennedy-space-center']",13412,0.7695351
7,"['aerosols', 'clouds', 'earth-science', 'inversions', 'precipitable-water', 'radiation', 'satellite']",13413,0.8249227
3,"['ames-research-center', 'completed']",13414,0.5998426
5,"['active', 'armstrong-flight-re...']",13415,0.59089947
4,"['completed', 'glenn-research-center']",13416,0.58475935
7,"['ames-research-center', 'completed']",13417,0.6182729
4,"['completed', 'marshall-space-flig...']",13418,0.35200635
3,"['completed', 'goddard-space-fligh...']",13419,0.63766044
7,"['ames-research-center', 'completed']",13420,0.52076185
7,"['galileo', 'gaspra']",13421,0.72733045
4,"['completed', 'goddard-space-fligh...']",13422,0.6442469
6,"['completed', 'marshall-space-flig...']",13423,0.7810319
4,"['ames', 'dashlink', 'nasa']",13424,0.4764755
4,"['ames-research-center', 'completed']",13425,0.61749935
0,"['mars', 'mars-exploration-rover']",13426,0.76549
7,"['active', 'armstrong-flight-re...']",13427,0.71711785
6,['Error'],13428,0.31162956
5,"['active', 'kennedy-space-center']",13429,0.6373163
6,"['ames', 'dashlink', 'nasa']",13430,0.44320193
6,"['ames-research-center', 'completed']",13431,0.4317673
6,"['cassini-huygens', 'saturn']",13432,0.88383365
4,"['heliospheric', 'orbit', 'solar', 'sun']",13433,0.780722
4,"['completed', 'johnson-space-center']",13434,0.6250249
1,"['completed', 'langley-research-ce...']",13435,0.6782172
2,"['mars', 'mars-global-surveyor']",13436,0.8904815
5,"['completed', 'goddard-space-fligh...']",13437,0.7142553
4,['completed'],13438,0.7722854
4,"['completed', 'langley-research-ce...']",13439,0.5033648
7,"['active', 'jet-propulsion-labo...']",13440,0.630883
4,"['completed', 'goddard-space-fligh...']",13441,0.56578183
4,"['completed', 'jet-propulsion-labo...']",13442,0.60451204
5,"['completed', 'langley-research-ce...']",13443,0.52608764
0,"['jupiter', 'ulysses']",13444,0.7194739
2,"['completed', 'nasa-headquarters']",13445,0.36673313
4,['completed'],13446,0.531343
2,"['cassini-huygens', 'dione', 'enceladus', 'hyperion', 'iapetus', 'mimas', 'phoebe', 'rhea', 'saturn', 'solar-system', 'tethys', 'titan']",13447,0.76549894
2,"['completed', 'goddard-space-fligh...']",13448,0.58868265
6,"['active', 'jet-propulsion-labo...']",13449,0.39570412
2,"['halley', 'international-halle...', 'mars', 'star']",13450,0.6251009
7,"['comet-sl9-jupiter-c...', 'neptune', 'voyager']",13451,0.4716848
4,"['completed', 'johnson-space-center']",13452,0.824931
3,"['ames-research-center', 'completed']",13453,0.6195186
3,"['completed', 'jet-propulsion-labo...']",13454,0.32209885
5,"['active', 'glenn-research-center']",13455,0.62556297
5,"['completed', 'marshall-space-flig...']",13456,0.8540619
0,"['completed', 'johnson-space-center']",13457,0.5260935
7,"['callisto', 'europa', 'galileo', 'ganymede', 'io', 'jupiter']",13458,0.5808362
4,"['galileo', 'venus']",13459,0.3274256
7,"['completed', 'langley-research-ce...']",13460,0.53718024
6,"['international-roset...', 'unknown']",13461,0.3543258
2,"['magellan', 'venus']",13462,0.77412724
4,"['completed', 'jet-propulsion-labo...']",13463,0.603278
4,"['completed', 'glenn-research-center']",13464,0.59643525
2,"['mars', 'mars-science-labora...']",13465,0.39578637
2,"['completed', 'glenn-research-center']",13466,0.53117037
1,"['completed', 'glenn-research-center']",13467,0.5190247
7,"['armstrong-flight-re...', 'completed']",13468,0.8372555
2,"['completed', 'goddard-space-fligh...']",13469,0.79519206
0,"['mars', 'mars-exploration-rover']",13470,0.9027378
6,"['jupiter', 'voyager']",13471,0.6051688
3,"['completed', 'jet-propulsion-labo...']",13472,0.60956097
7,"['earth', 'galileo']",13473,0.44661674
4,"['completed', 'goddard-space-fligh...']",13474,0.56031466
5,"['3d-model', 'shuttle', 'space-shuttle', 'space-shuttle-orbiter', 'spacecraft', 'vehicles']",13475,0.45409462
2,"['completed', 'langley-research-ce...']",13476,0.8748749
7,"['active', 'jet-propulsion-labo...']",13477,0.82483983
5,"['completed', 'jet-propulsion-labo...']",13478,0.37197888
4,"['completed', 'glenn-research-center']",13479,0.7082764
5,"['completed', 'glenn-research-center']",13480,0.85406727
2,"['completed', 'jet-propulsion-labo...']",13481,0.6253836
2,"['67p-churyumov-geras...', 'international-roset...']",13482,0.8541329
3,"['ames', 'dashlink', 'nasa']",13483,0.91516757
4,"['active', 'johnson-space-center']",13484,0.5183098
3,"['completed', 'kennedy-space-center']",13485,0.53691053
5,"['ames-research-center', 'completed']",13486,0.35340533
7,"['completed', 'langley-research-ce...']",13487,0.37627372
5,"['ames-research-center', 'completed']",13488,0.8248441
6,"['mariner-10', 'mercury']",13489,0.85413504
5,"['completed', 'goddard-space-fligh...']",13490,0.7295212
5,"['completed', 'glenn-research-center']",13491,0.48595726
4,"['completed', 'jet-propulsion-labo...']",13492,0.82495075
5,"['completed', 'johnson-space-center']",13493,0.82485104
4,"['completed', 'jet-propulsion-labo...']",13494,0.43100116
7,"['completed', 'langley-research-ce...']",13495,0.92042357
5,"['completed', 'marshall-space-flig...']",13496,0.65709305
4,"['active', 'nasa-headquarters']",13497,0.7407762
4,"['active', 'goddard-space-fligh...']",13498,0.44329488
4,"['completed', 'jet-propulsion-labo...']",13499,0.5422796
6,"['ames-research-center', 'completed']",13500,0.3751943
5,"['completed', 'glenn-research-center']",13501,0.78098667
7,"['completed', 'glenn-research-center']",13502,0.66401285
2,"['geography', 'nen', 'space-science', 'wise']",13503,0.7083304
5,"['completed', 'marshall-space-flig...']",13504,0.52791625
0,"['astronomy', 'binary', 'black-hole', 'gravitational-waves', 'ligo', 'neutron-stars', 'space-science']",13505,0.39066237
4,"['ames-research-center', 'completed']",13506,0.42494857
6,"['eros', 'near-earth-asteroid...']",13507,0.39490208
4,"['completed', 'jet-propulsion-labo...']",13508,0.9143098
6,"['international-roset...', 'unknown']",13509,0.6877108
3,"['completed', 'glenn-research-center']",13510,0.4156662
4,"['active', 'dynetics-inc']",13511,0.7811227
4,"['ames-research-center', 'completed']",13512,0.75209063
0,['completed'],13513,0.62724435
4,"['completed', 'goddard-space-fligh...']",13514,0.6249871
5,"['completed', 'marshall-space-flig...']",13515,0.8905941
6,"['active', 'johnson-space-center']",13516,0.70806366
6,"['epoxi', 'mars']",13517,0.874952
5,"['active', 'glenn-research-center']",13518,0.78123343
7,"['active', 'glenn-research-center']",13519,0.37102804
4,"['ames', 'dashlink', 'nasa']",13520,0.8249756
