topic,sub_topic,dataset_id,topic_confidence,sub_topic_confidence
4,2,14274,0.89059705,0.9933574
6,0,14275,0.82498455,0.88281494
6,2,14276,0.8490183,0.96532726
3,2,14277,0.6331151,0.8010532
4,2,14278,0.6511507,0.5284992
0,2,14279,0.446847,0.97744715
3,2,14280,0.4467898,0.98268473
5,2,14281,0.53039724,0.83170027
1,2,14282,0.34179258,0.86837965
3,2,14283,0.83659667,0.9429016
4,2,14284,0.73385406,0.9234191
4,2,14285,0.58151215,0.988759
5,2,14286,0.4338649,0.92640543
4,2,14287,0.54210156,0.9892891
6,2,14288,0.42498,0.6663732
1,0,14289,0.8905953,0.9813512
2,2,14290,0.47727516,0.9929409
2,1,14291,0.8540916,0.9416209
4,2,14292,0.8607763,0.9589773
0,0,14293,0.68187207,0.5026007
4,2,14294,0.3445232,0.99066085
5,2,14295,0.28358462,0.99352425
4,2,14296,0.5498545,0.9920666
7,2,14297,0.874901,0.7717784
2,2,14298,0.5455606,0.993332
3,2,14299,0.38554564,0.99185365
3,2,14300,0.6249021,0.9071338
4,2,14301,0.49858844,0.8261089
4,2,14302,0.56244224,0.9914304
0,0,14303,0.6249313,0.9722234
4,0,14304,0.6123556,0.53144276
5,2,14305,0.53339034,0.956206
6,0,14306,0.3830946,0.33333334
4,2,14307,0.40647402,0.9888509
5,0,14308,0.7134311,0.53976727
4,2,14309,0.6382845,0.992489
4,2,14310,0.7577266,0.9941193
4,2,14311,0.50112927,0.9894825
3,2,14312,0.78085643,0.95259863
2,2,14313,0.5234685,0.9910569
3,2,14314,0.5939436,0.98872215
0,0,14315,0.8749853,0.33333334
7,2,14316,0.69616485,0.96704674
2,0,14317,0.5312507,0.6428565
2,1,14318,0.7083304,0.97569585
0,0,14319,0.85409147,0.8924785
4,2,14320,0.8249528,0.99446225
4,2,14321,0.85405934,0.99223435
0,0,14322,0.39647353,0.6962255
4,2,14323,0.82493484,0.99192697
4,1,14324,0.8540414,0.66554767
3,2,14325,0.5620415,0.9932122
7,2,14326,0.3964748,0.99294734
3,0,14327,0.8006534,0.8098464
3,2,14328,0.8249291,0.87159634
6,2,14329,0.26554188,0.9918295
7,2,14330,0.5178725,0.97541434
4,2,14331,0.82494354,0.9803548
0,2,14332,0.5336004,0.9925344
1,2,14333,0.5643951,0.9915394
5,2,14334,0.7267988,0.92732364
4,2,14335,0.6855111,0.6546237
6,1,14336,0.42582354,0.92763746
0,0,14337,0.42526388,0.6028923
2,2,14338,0.493525,0.99287295
4,2,14339,0.57861406,0.99155307
6,1,14340,0.8249389,0.93764853
0,1,14341,0.38256857,0.66601294
5,0,14342,0.5262011,0.83033395
5,2,14343,0.5277251,0.9913808
7,2,14344,0.4479036,0.98945457
6,2,14345,0.42645445,0.8841843
0,2,14346,0.66602683,0.5366214
1,0,14347,0.87496126,0.9813511
4,2,14348,0.5017746,0.9632307
7,2,14349,0.7810903,0.9523331
3,2,14350,0.8540495,0.9945371
7,2,14351,0.8540524,0.99237984
1,0,14352,0.52192795,0.98135066
2,0,14353,0.46608075,0.78441715
0,2,14354,0.45406482,0.8577344
3,2,14355,0.5003409,0.99389786
7,0,14356,0.6716701,0.9178476
4,2,14357,0.64101636,0.8578693
4,2,14358,0.52725136,0.98881847
3,2,14359,0.36058867,0.93370074
2,1,14360,0.6875201,0.9409695
5,2,14361,0.7261265,0.99673635
4,2,14362,0.57516354,0.9803384
5,0,14363,0.38726276,0.9605534
5,2,14364,0.38154835,0.9946026
5,2,14365,0.46570835,0.98071027
2,0,14366,0.6111131,0.7194074
4,2,14367,0.8248077,0.99217135
5,0,14368,0.5623257,0.5565484
2,2,14369,0.46434465,0.9905777
2,2,14370,0.2469228,0.6939908
3,2,14371,0.8905212,0.9868953
7,2,14372,0.48090774,0.90200293
4,2,14373,0.58283913,0.9911624
4,2,14374,0.37571055,0.9954102
3,0,14375,0.8540257,0.5710075
3,2,14376,0.50327384,0.9962124
0,2,14377,0.517763,0.99253917
2,0,14378,0.72615653,0.9277297
3,1,14379,0.5206653,0.5834584
2,2,14380,0.8904136,0.94339323
4,2,14381,0.57313406,0.9899199
2,1,14382,0.8360614,0.90027076
0,2,14383,0.62959707,0.493473
3,2,14384,0.6828051,0.99235153
3,2,14385,0.7809679,0.99008244
3,2,14386,0.43104833,0.98812467
3,2,14387,0.7081423,0.66595554
5,2,14388,0.60311294,0.9843798
4,2,14389,0.77103084,0.99253666
3,0,14390,0.54913217,0.6481752
2,2,14391,0.41633514,0.9898047
6,0,14392,0.47597393,0.6979868
5,2,14393,0.3749699,0.92137647
1,2,14394,0.39659044,0.81671286
1,2,14395,0.417635,0.6663103
5,2,14396,0.595446,0.9514307
4,2,14397,0.6249193,0.99197865
2,2,14398,0.5761921,0.9915752
4,2,14399,0.75212544,0.7266812
3,2,14400,0.78116506,0.9947698
2,2,14401,0.82456654,0.9400195
5,2,14402,0.54075384,0.83476
1,2,14403,0.32526663,0.99640536
4,2,14404,0.623999,0.98739505
3,2,14405,0.7036228,0.98230433
4,2,14406,0.79271734,0.9921953
4,2,14407,0.52899265,0.98297113
5,2,14408,0.8106345,0.60789186
4,2,14409,0.4588282,0.83129877
2,2,14410,0.5050139,0.99429893
7,2,14411,0.2589568,0.9542998
7,2,14412,0.5519572,0.99445
7,2,14413,0.48086485,0.99281883
0,0,14414,0.6021829,0.7607827
5,1,14415,0.7035621,0.6470146
5,2,14416,0.56954366,0.99035347
6,1,14417,0.6251579,0.61815166
3,2,14418,0.78115,0.98925596
6,1,14419,0.8852439,0.87195975
4,2,14420,0.5506489,0.99382854
7,0,14421,0.6322453,0.74827725
6,0,14422,0.3853347,0.33333334
4,2,14423,0.6015458,0.9941758
2,1,14424,0.5779825,0.8616678
3,2,14425,0.674445,0.9170974
3,2,14426,0.3059545,0.8662029
5,2,14427,0.5263693,0.9929778
4,2,14428,0.41716036,0.99427986
5,2,14429,0.4206912,0.9696356
1,2,14430,0.39992425,0.92898196
4,1,14431,0.42500287,0.63239264
5,2,14432,0.44382876,0.98467624
4,2,14433,0.45546725,0.98980314
5,2,14434,0.90269077,0.997317
6,0,14435,0.8249893,0.62942785
7,2,14436,0.5816107,0.98633915
2,0,14437,0.8539722,0.96419424
1,2,14438,0.30355743,0.9841228
7,0,14439,0.4484588,0.7607413
4,2,14440,0.8749277,0.99438995
3,2,14441,0.5163313,0.90117663
4,2,14442,0.56915104,0.9821448
3,2,14443,0.6168358,0.9500086
5,2,14444,0.6775085,0.88339084
7,2,14445,0.44771877,0.8882442
3,2,14446,0.889222,0.99232554
7,2,14447,0.72658145,0.99164104
2,2,14448,0.4553471,0.9867901
4,2,14449,0.6051247,0.992607
3,0,14450,0.29867798,0.5876931
4,2,14451,0.6840529,0.9937029
1,1,14452,0.8541035,0.9428462
4,2,14453,0.61851835,0.95012516
4,2,14454,0.42742616,0.99434376
5,2,14455,0.62374455,0.9041309
5,2,14456,0.85407376,0.99209136
3,2,14457,0.6954858,0.9820963
4,2,14458,0.4662,0.85820955
5,2,14459,0.26040715,0.6587117
4,0,14460,0.8222716,0.33333334
3,2,14461,0.4603714,0.92980677
6,2,14462,0.53741133,0.9919885
2,2,14463,0.28125978,0.99172115
3,2,14464,0.3877254,0.80259544
5,2,14465,0.5559282,0.99163043
6,1,14466,0.78122985,0.97570145
4,2,14467,0.3249152,0.9787514
3,2,14468,0.7081507,0.9717284
7,0,14469,0.82478863,0.92380923
5,2,14470,0.4741202,0.99549985
6,2,14471,0.3126305,0.89818674
2,1,14472,0.8749431,0.94848984
1,2,14473,0.50110143,0.99437386
3,2,14474,0.57918704,0.9165377
2,2,14475,0.8747558,0.99578905
3,2,14476,0.87492466,0.9871711
3,2,14477,0.8540433,0.9924946
4,1,14478,0.85406345,0.44191703
4,2,14479,0.8541029,0.99461
4,2,14480,0.38285637,0.9631633
6,2,14481,0.1250176,0.97970456
5,2,14482,0.73579633,0.88181746
0,2,14483,0.40933144,0.79248786
5,2,14484,0.79805917,0.99395335
4,2,14485,0.7808315,0.99192107
2,2,14486,0.49578732,0.8049047
2,0,14487,0.7082034,0.9518318
4,2,14488,0.874941,0.95502543
7,2,14489,0.87482554,0.8703255
4,2,14490,0.90219367,0.92687184
5,2,14491,0.2517917,0.9932525
6,1,14492,0.57508755,0.9479519
4,2,14493,0.42565772,0.9900185
2,2,14494,0.326608,0.97275925
2,2,14495,0.8748906,0.99359006
4,2,14496,0.49013594,0.98936963
4,2,14497,0.4311121,0.89006585
2,2,14498,0.5604178,0.9934079
6,1,14499,0.4722164,0.6207135
6,1,14500,0.12501766,0.8361393
5,2,14501,0.89590514,0.9932251
3,2,14502,0.53620255,0.971794
2,2,14503,0.36471793,0.5488192
3,2,14504,0.8598642,0.9925683
7,2,14505,0.74787605,0.9898101
7,2,14506,0.36906517,0.92074966
5,2,14507,0.73144317,0.9600852
4,2,14508,0.32957426,0.9735191
4,2,14509,0.50709116,0.98639053
4,2,14510,0.36247814,0.9923229
4,2,14511,0.78118294,0.9883873
1,0,14512,0.521989,0.981351
7,2,14513,0.6317043,0.74250436
7,0,14514,0.37772226,0.6259529
4,1,14515,0.6146468,0.48014444
2,0,14516,0.5767828,0.6648634
4,2,14517,0.5309404,0.99234384
0,2,14518,0.39088202,0.98890406
7,2,14519,0.44632992,0.9652668
3,2,14520,0.4326792,0.81083953
7,2,14521,0.70831805,0.9883022
4,2,14522,0.49265563,0.6514228
3,2,14523,0.46007827,0.97576374
2,2,14524,0.2742118,0.98956084
7,0,14525,0.5596775,0.86458975
6,0,14526,0.82498467,0.88283163
0,0,14527,0.70825857,0.94842833
4,2,14528,0.6406857,0.6388649
4,2,14529,0.5312144,0.9910739
5,2,14530,0.36313656,0.99224514
2,2,14531,0.4786629,0.9651337
6,0,14532,0.33896106,0.8360656
0,2,14533,0.6961916,0.99075794
4,2,14534,0.5105975,0.9948179
0,0,14535,0.9027659,0.33333334
2,0,14536,0.7082022,0.8560803
5,0,14537,0.5236736,0.33333334
2,2,14538,0.37498,0.817363
3,2,14539,0.63701886,0.9835311
6,2,14540,0.5507177,0.9824422
7,2,14541,0.7733344,0.9273924
5,2,14542,0.6289092,0.9921267
4,2,14543,0.68795323,0.8327037
1,2,14544,0.5207153,0.99420124
1,2,14545,0.5311257,0.9915777
2,0,14546,0.53415674,0.75170267
6,0,14547,0.12501721,0.89621514
4,2,14548,0.8749259,0.97809845
5,2,14549,0.60481113,0.9908225
2,1,14550,0.68751687,0.94096005
7,0,14551,0.8213585,0.6595996
0,0,14552,0.6458358,0.7509572
7,2,14553,0.6332341,0.99292165
4,2,14554,0.6248015,0.9931559
7,2,14555,0.52080476,0.57799786
2,2,14556,0.37738425,0.98992205
5,2,14557,0.49726027,0.99058664
3,2,14558,0.54083496,0.98968375
5,2,14559,0.8248354,0.9943345
1,1,14560,0.2250159,0.39437687
3,2,14561,0.5125684,0.99250495
0,2,14562,0.497928,0.53759646
5,2,14563,0.8112798,0.6079132
4,2,14564,0.48762697,0.9921761
5,2,14565,0.39230514,0.992792
4,2,14566,0.4631131,0.7618458
4,2,14567,0.85275334,0.9934672
7,2,14568,0.7812006,0.9062406
5,2,14569,0.4452529,0.95362574
3,2,14570,0.85400826,0.9897694
6,1,14571,0.8539627,0.55333066
3,2,14572,0.9027027,0.9899833
4,2,14573,0.53687704,0.99403954
1,2,14574,0.37501356,0.6651011
3,2,14575,0.62060255,0.9860659
2,2,14576,0.5959083,0.9892355
0,0,14577,0.7811373,0.97100264
7,1,14578,0.5280712,0.69824344
4,2,14579,0.45354936,0.9926943
4,2,14580,0.53340125,0.80783415
7,0,14581,0.7080382,0.6645935
2,2,14582,0.5112837,0.99153495
1,0,14583,0.40402454,0.69538355
2,2,14584,0.51103795,0.9779007
2,2,14585,0.5675193,0.99165624
2,2,14586,0.6414445,0.98261374
4,2,14587,0.7576151,0.9873385
4,2,14588,0.5410094,0.9680033
2,2,14589,0.8748618,0.9722318
5,2,14590,0.6757455,0.99275136
3,2,14591,0.8248082,0.9330793
3,2,14592,0.48917338,0.90172076
4,2,14593,0.90542334,0.98674905
7,2,14594,0.6555858,0.9751095
3,2,14595,0.33620387,0.8843598
3,0,14596,0.51439345,0.33333334
2,1,14597,0.5348148,0.948543
3,2,14598,0.5289336,0.63042295
6,1,14599,0.22600818,0.9449612
5,2,14600,0.8540486,0.9932317
5,2,14601,0.5904103,0.99209946
0,0,14602,0.3758048,0.78857183
3,2,14603,0.51514155,0.99367905
1,2,14604,0.7583704,0.9035372
7,0,14605,0.7804887,0.85472953
5,2,14606,0.6760327,0.97895586
3,2,14607,0.82497203,0.97179335
3,2,14608,0.46453395,0.9980934
4,2,14609,0.83310485,0.99196786
3,2,14610,0.7079583,0.9650437
0,2,14611,0.8249813,0.83756137
1,1,14612,0.8541435,0.9259736
6,0,14613,0.8540493,0.77664477
6,0,14614,0.62497073,0.33333334
4,2,14615,0.5113365,0.9948412
0,0,14616,0.4250378,0.6028818
4,2,14617,0.4886109,0.9686091
2,0,14618,0.29315525,0.716575
1,0,14619,0.82491744,0.98135173
5,2,14620,0.31310016,0.6779999
4,2,14621,0.36135423,0.97368246
4,2,14622,0.8540681,0.9922379
3,2,14623,0.37497795,0.7528969
0,1,14624,0.3952762,0.65137994
5,2,14625,0.51737386,0.98979694
3,2,14626,0.55156636,0.9922481
4,2,14627,0.5972972,0.9942345
7,2,14628,0.27039036,0.9810971
5,2,14629,0.7802412,0.5029013
1,2,14630,0.44738424,0.99321806
2,2,14631,0.47895226,0.99512166
3,2,14632,0.49023068,0.8448771
4,2,14633,0.52764326,0.99207413
4,2,14634,0.50610334,0.804841
1,2,14635,0.36606234,0.97186965
3,2,14636,0.7293321,0.96751666
6,2,14637,0.5309748,0.9891043
2,2,14638,0.523183,0.78891015
5,2,14639,0.6911597,0.9742716
4,2,14640,0.7810829,0.99297976
5,2,14641,0.52977663,0.9780424
3,2,14642,0.3668673,0.99339086
5,2,14643,0.7607714,0.9577009
7,0,14644,0.82485235,0.9682244
4,2,14645,0.83282584,0.98816454
4,2,14646,0.79310536,0.96206003
4,2,14647,0.4845095,0.9862248
7,0,14648,0.82485247,0.9682276
5,2,14649,0.5896819,0.7050136
4,2,14650,0.45982918,0.9698807
7,2,14651,0.7413953,0.96686137
4,2,14652,0.6805127,0.9689104
5,2,14653,0.30370346,0.9973634
0,0,14654,0.6019395,0.75035053
2,2,14655,0.7168467,0.92787015
5,2,14656,0.38904878,0.99714607
6,0,14657,0.8749211,0.60476315
6,1,14658,0.82496965,0.57649803
7,2,14659,0.4613472,0.995231
5,2,14660,0.6554397,0.99149936
6,0,14661,0.30531362,0.961851
7,2,14662,0.82366,0.98328763
3,2,14663,0.55985194,0.9322299
1,0,14664,0.52312165,0.4820756
2,2,14665,0.4297066,0.8976479
6,0,14666,0.3934908,0.33333334
5,2,14667,0.45247084,0.99051994
0,2,14668,0.53138244,0.8719631
2,2,14669,0.85403895,0.97311735
4,2,14670,0.8248018,0.9924939
6,0,14671,0.82487386,0.6291063
1,0,14672,0.78117985,0.78691006
3,2,14673,0.8248993,0.9938035
3,2,14674,0.82495743,0.9949184
6,1,14675,0.56364304,0.7208883
4,0,14676,0.6322777,0.51526576
0,2,14677,0.38710502,0.90955424
5,0,14678,0.53074056,0.33333334
2,0,14679,0.54100716,0.44408816
5,2,14680,0.6004944,0.9925414
3,2,14681,0.35483554,0.99345833
4,2,14682,0.8249563,0.77754885
4,2,14683,0.5822723,0.9800483
1,0,14684,0.8541066,0.98349106
4,2,14685,0.8249748,0.66492164
2,0,14686,0.7081969,0.7788508
4,2,14687,0.42692733,0.99000216
3,2,14688,0.4247965,0.986002
0,0,14689,0.70804226,0.9778319
4,2,14690,0.5380377,0.9799155
3,2,14691,0.9019854,0.92022085
0,2,14692,0.5624802,0.71777445
2,2,14693,0.7810452,0.9914751
4,2,14694,0.89053106,0.9902076
0,2,14695,0.29770076,0.9938171
3,2,14696,0.7062107,0.99129766
7,2,14697,0.49188066,0.94397223
5,0,14698,0.7811711,0.6548826
3,0,14699,0.87493074,0.8382219
7,2,14700,0.6251674,0.9927563
7,2,14701,0.52077806,0.99301237
5,2,14702,0.5312008,0.9923953
4,2,14703,0.731128,0.99064463
1,2,14704,0.34711856,0.9959007
7,2,14705,0.8385797,0.96812224
4,2,14706,0.7081965,0.52061623
6,0,14707,0.5454167,0.72998345
2,2,14708,0.7811959,0.66631025
5,2,14709,0.5933169,0.9949699
5,2,14710,0.7002435,0.9775096
6,0,14711,0.8493651,0.33333334
4,2,14712,0.35506752,0.88004345
2,2,14713,0.34275046,0.9839014
4,2,14714,0.42336503,0.9917724
3,2,14715,0.39778495,0.4376999
3,2,14716,0.4122901,0.9937403
4,2,14717,0.50890297,0.9947802
6,1,14718,0.5211576,0.8718545
4,2,14719,0.5317494,0.99359167
7,1,14720,0.44659102,0.6982453
5,2,14721,0.8536738,0.9513318
4,2,14722,0.8329757,0.9692091
5,2,14723,0.70808977,0.6666289
5,1,14724,0.70832825,0.95591164
2,2,14725,0.7811802,0.61043096
4,2,14726,0.36260003,0.9944269
0,0,14727,0.781027,0.98101085
5,2,14728,0.7081402,0.9693197
7,2,14729,0.6043764,0.7523687
6,2,14730,0.5913561,0.9892448
6,2,14731,0.5670782,0.9929858
7,2,14732,0.3211862,0.93485254
5,2,14733,0.8905231,0.9862875
2,0,14734,0.5727471,0.92777336
3,2,14735,0.5486584,0.8649542
7,0,14736,0.8213585,0.5503635
7,2,14737,0.9203752,0.988911
2,0,14738,0.704971,0.75184965
0,2,14739,0.70553946,0.8908329
7,2,14740,0.6597989,0.8309134
0,2,14741,0.4655197,0.79561555
4,2,14742,0.5624001,0.67578214
4,2,14743,0.50652295,0.97999495
7,0,14744,0.64312714,0.33333334
3,2,14745,0.8950556,0.6576127
1,1,14746,0.35420913,0.89084697
5,2,14747,0.5424894,0.99534446
0,2,14748,0.29835293,0.97926676
4,2,14749,0.7351774,0.9958697
2,2,14750,0.39828858,0.991268
4,1,14751,0.53460795,0.65137917
7,2,14752,0.7809383,0.99477863
4,0,14753,0.589274,0.33333334
0,2,14754,0.285651,0.9552935
3,2,14755,0.6217584,0.9864869
1,2,14756,0.42662928,0.9907623
0,0,14757,0.6754168,0.7054938
4,2,14758,0.87496024,0.9896737
0,2,14759,0.7494011,0.9781433
2,2,14760,0.32668608,0.978477
4,2,14761,0.33762053,0.9909838
5,2,14762,0.6874203,0.9885628
4,2,14763,0.44554192,0.9966661
4,2,14764,0.7082697,0.9918989
1,2,14765,0.67802566,0.77660096
3,2,14766,0.7364249,0.9899618
2,0,14767,0.34474972,0.61925775
5,2,14768,0.6102787,0.99076396
6,0,14769,0.5575816,0.58616054
4,2,14770,0.51534176,0.9812979
7,2,14771,0.33368188,0.99030393
3,2,14772,0.8379783,0.9902854
3,2,14773,0.49409512,0.8083548
4,2,14774,0.63163185,0.9791686
2,0,14775,0.7090952,0.9565965
5,0,14776,0.3849295,0.33333334
3,2,14777,0.8228278,0.9910921
1,2,14778,0.30681506,0.98200214
3,2,14779,0.50352573,0.9894464
1,2,14780,0.56003016,0.88558424
6,2,14781,0.37519935,0.9755668
2,1,14782,0.5007508,0.9411028
2,2,14783,0.71673805,0.98462933
4,2,14784,0.33598578,0.98190206
4,2,14785,0.85370094,0.9926757
4,2,14786,0.7810829,0.9855249
2,2,14787,0.5474496,0.9332681
2,0,14788,0.7116161,0.5203478
4,2,14789,0.4011712,0.9663201
7,2,14790,0.62586373,0.9757823
7,2,14791,0.3336517,0.99029887
2,0,14792,0.7320069,0.8645671
0,2,14793,0.505432,0.9921825
4,2,14794,0.420749,0.8497671
0,0,14795,0.8906026,0.33333334
6,0,14796,0.87499315,0.33333334
7,2,14797,0.31965706,0.9479101
4,2,14798,0.27230063,0.9450583
0,2,14799,0.40400532,0.7133666
4,2,14800,0.60986197,0.98707926
7,2,14801,0.51730907,0.9850429
4,2,14802,0.6249996,0.992529
2,2,14803,0.7810131,0.97449
4,2,14804,0.5543063,0.98868304
3,2,14805,0.48462817,0.9934297
0,0,14806,0.75728047,0.7287249
3,2,14807,0.48094177,0.9931707
2,2,14808,0.578112,0.9930609
1,0,14809,0.82491755,0.98135245
2,2,14810,0.46065798,0.9951731
3,2,14811,0.5260601,0.4873129
7,2,14812,0.5407094,0.9583688
3,2,14813,0.3472816,0.99636436
2,2,14814,0.56079876,0.9629742
6,0,14815,0.85414636,0.51608163
4,2,14816,0.4486284,0.988629
4,2,14817,0.6154437,0.95655
4,2,14818,0.89055616,0.9790218
5,2,14819,0.2937202,0.9899646
7,2,14820,0.35006297,0.75906736
7,2,14821,0.47952455,0.9925765
5,2,14822,0.37520915,0.98821074
3,2,14823,0.3010221,0.99136204
2,2,14824,0.6635415,0.42924473
2,1,14825,0.6253163,0.7917385
3,2,14826,0.7923559,0.9943525
5,2,14827,0.5702768,0.98591506
2,2,14828,0.5517775,0.6648282
2,2,14829,0.40548703,0.61546195
3,2,14830,0.6119443,0.9896036
2,0,14831,0.8539671,0.7640785
3,2,14832,0.54621416,0.9937054
3,2,14833,0.42943877,0.9262721
1,2,14834,0.37501362,0.66510206
0,1,14835,0.85412675,0.66601133
3,2,14836,0.65265256,0.9811242
6,2,14837,0.6164093,0.9918253
4,2,14838,0.8541293,0.8879172
4,2,14839,0.6705912,0.9915916
3,2,14840,0.6674935,0.79187334
3,2,14841,0.8006151,0.94661903
4,2,14842,0.7070617,0.97543097
7,2,14843,0.6216528,0.88879323
5,2,14844,0.5740833,0.99210054
4,2,14845,0.76518863,0.98886836
1,2,14846,0.45357344,0.9932967
6,0,14847,0.82496995,0.5615882
4,2,14848,0.72461987,0.8937074
7,2,14849,0.8746838,0.9939612
3,0,14850,0.6246669,0.6947615
3,2,14851,0.37386793,0.9271388
5,2,14852,0.82493144,0.99208826
4,2,14853,0.48056108,0.9931961
6,2,14854,0.7079167,0.9920584
2,2,14855,0.87489957,0.9884145
2,2,14856,0.37504056,0.79884595
2,2,14857,0.2436949,0.9091225
7,2,14858,0.8537192,0.97013384
2,2,14859,0.8531791,0.9881157
2,2,14860,0.5897658,0.9829465
5,2,14861,0.6374471,0.57704973
3,2,14862,0.597978,0.9884033
4,2,14863,0.65379107,0.9938441
2,2,14864,0.5037468,0.98532987
5,2,14865,0.40915468,0.90447414
5,0,14866,0.62842417,0.8418164
2,0,14867,0.85259867,0.52380353
3,2,14868,0.52810985,0.96612984
4,2,14869,0.39794827,0.99469596
4,2,14870,0.5460405,0.98915035
4,2,14871,0.68099487,0.96853334
5,2,14872,0.55592924,0.9900688
4,2,14873,0.58375007,0.9834585
3,2,14874,0.5156451,0.99086314
3,0,14875,0.57790065,0.6060121
2,0,14876,0.46276176,0.9736859
3,2,14877,0.44139916,0.9938255
5,2,14878,0.47054094,0.9751534
6,0,14879,0.8852441,0.33333334
6,2,14880,0.5982354,0.60821086
5,2,14881,0.9025486,0.9926793
2,2,14882,0.38184604,0.99343145
4,2,14883,0.82486194,0.99315
2,2,14884,0.7809581,0.5092322
7,2,14885,0.5992083,0.40676782
1,2,14886,0.303357,0.9633376
0,1,14887,0.8540561,0.47110143
2,0,14888,0.73241055,0.7389476
4,2,14889,0.6121913,0.99704
6,0,14890,0.74712265,0.5850438
5,2,14891,0.82484335,0.98431504
4,2,14892,0.7252657,0.99502707
5,2,14893,0.5423119,0.99401456
7,2,14894,0.7417973,0.9289633
2,2,14895,0.6513069,0.98954195
7,0,14896,0.7805026,0.8340405
4,2,14897,0.3710081,0.9921083
3,2,14898,0.63989276,0.86236215
3,2,14899,0.54521316,0.99409574
0,0,14900,0.74158585,0.5090805
5,0,14901,0.83925253,0.33333334
1,2,14902,0.31452572,0.9920577
6,2,14903,0.12501766,0.9936836
4,2,14904,0.6831957,0.9924618
4,2,14905,0.7415228,0.9935285
4,2,14906,0.4127638,0.9842766
4,2,14907,0.8540038,0.9914864
2,0,14908,0.6105133,0.73904115
1,0,14909,0.77530694,0.69586354
3,2,14910,0.5052332,0.9508009
3,2,14911,0.602594,0.93986255
2,2,14912,0.5209974,0.99232954
2,1,14913,0.7083304,0.97570044
4,2,14914,0.62052053,0.86996067
4,2,14915,0.5452571,0.987716
3,2,14916,0.52764475,0.89986855
2,1,14917,0.8541205,0.94827324
2,2,14918,0.85407114,0.98368514
2,0,14919,0.87488467,0.79855794
4,2,14920,0.41901657,0.99560535
3,2,14921,0.8905667,0.9665172
3,2,14922,0.5966625,0.9971124
4,2,14923,0.48327982,0.99104464
4,2,14924,0.4224846,0.8524251
1,0,14925,0.32337308,0.5735123
6,2,14926,0.5621237,0.9799119
6,1,14927,0.88524395,0.739383
4,2,14928,0.43820545,0.86132526
5,2,14929,0.82486665,0.6665092
4,2,14930,0.57455003,0.6665379
0,0,14931,0.90273875,0.33333334
6,2,14932,0.51741576,0.992878
3,2,14933,0.6694858,0.9812861
4,2,14934,0.7081869,0.9923178
4,2,14935,0.85364574,0.98345405
3,2,14936,0.57653815,0.9792281
5,2,14937,0.6004976,0.9912314
4,2,14938,0.7810662,0.99324715
5,2,14939,0.70871884,0.995949
0,0,14940,0.59255576,0.8328237
4,2,14941,0.49299124,0.6455641
5,2,14942,0.67791533,0.98121184
1,1,14943,0.45177767,0.946705
2,0,14944,0.85395986,0.7316886
6,0,14945,0.82498413,0.85772395
1,2,14946,0.45695657,0.976043
4,2,14947,0.44875094,0.99316496
3,2,14948,0.38390365,0.9453334
2,2,14949,0.46110946,0.99663216
4,2,14950,0.4249864,0.66656995
3,2,14951,0.44702315,0.99046457
4,2,14952,0.3451637,0.777563
4,2,14953,0.32979754,0.9916035
5,2,14954,0.7095645,0.98138034
2,1,14955,0.54657847,0.54658735
1,0,14956,0.82491755,0.98135287
3,2,14957,0.7082423,0.595148
2,0,14958,0.8541241,0.7582082
2,2,14959,0.6157055,0.8615407
5,2,14960,0.8248855,0.91259253
0,2,14961,0.5490112,0.9161688
4,2,14962,0.5015071,0.9901489
4,2,14963,0.44815055,0.9850501
6,2,14964,0.35180652,0.9940821
2,2,14965,0.8537701,0.8428065
2,2,14966,0.34857544,0.96271974
4,2,14967,0.8529142,0.98709166
4,2,14968,0.7082001,0.97695565
4,2,14969,0.68735147,0.9925611
6,1,14970,0.8749896,0.5829442
2,2,14971,0.87477523,0.9807545
6,1,14972,0.7413625,0.9415504
4,2,14973,0.8249487,0.98988163
7,2,14974,0.5194082,0.98699516
3,2,14975,0.48018965,0.996648
7,2,14976,0.7079471,0.99158925
0,2,14977,0.43069646,0.99418575
5,0,14978,0.65236413,0.96830153
2,1,14979,0.50086,0.6665895
2,1,14980,0.87494266,0.94827396
5,2,14981,0.5075835,0.9921277
4,2,14982,0.620953,0.99270874
0,0,14983,0.2879887,0.6380455
5,2,14984,0.5429774,0.992403
1,2,14985,0.3888048,0.91745245
4,2,14986,0.7536382,0.9671927
2,0,14987,0.44141755,0.8258952
4,2,14988,0.41117108,0.9771886
3,2,14989,0.62450933,0.99648994
2,1,14990,0.8540288,0.8974189
4,2,14991,0.4578037,0.9896077
3,2,14992,0.5897059,0.8936203
3,2,14993,0.562474,0.97349066
0,2,14994,0.28680125,0.99267197
7,0,14995,0.5803443,0.33333334
5,2,14996,0.48547563,0.9952319
5,2,14997,0.5274599,0.50302666
0,0,14998,0.89061135,0.33333334
3,2,14999,0.65248454,0.9519973
4,2,15000,0.8247636,0.6301534
3,0,15001,0.5536691,0.5140907
0,2,15002,0.28783998,0.8656513
0,1,15003,0.52081597,0.6675674
6,0,15004,0.4539968,0.6704934
5,2,15005,0.6025785,0.91329885
2,2,15006,0.38944808,0.8731478
2,2,15007,0.57366896,0.9950643
4,2,15008,0.5767255,0.99455905
5,2,15009,0.5188618,0.8404931
3,2,15010,0.71815276,0.919872
3,2,15011,0.42715412,0.9902558
3,2,15012,0.49329633,0.91172117
